policy,automatic_coverage,automatic_error_rate,automatic_false_negative_fraction,automatic_false_positive_fraction,expected_n_automatic,setting,model,seed,calibration,matched_method
confidence,0.1855971082997358,0.1960029319255142,0.0950813641426459,0.0,1335.0,temporal_J,catboost,42,isotonic,weighted_cap5
random,0.1855971082997358,0.3559015709717781,0.110333164672372,0.0386155658790713,1335.0,temporal_J,catboost,42,isotonic,weighted_cap5
singleton,0.1855971082997358,0.2052434456928838,0.049781976744186,0.0308489079036253,1335.0,temporal_J,catboost,42,isotonic,weighted_cap5
confidence,0.1855971082997358,0.1960029319255142,0.0950813641426459,0.0,1335.0,temporal_J,catboost,42,isotonic,weighted_cap10
random,0.1855971082997358,0.3559015709717781,0.110333164672372,0.0386155658790713,1335.0,temporal_J,catboost,42,isotonic,weighted_cap10
singleton,0.1855971082997358,0.2052434456928838,0.049781976744186,0.0308489079036253,1335.0,temporal_J,catboost,42,isotonic,weighted_cap10
confidence,0.1855971082997358,0.1960029319255142,0.0950813641426459,0.0,1335.0,temporal_J,catboost,42,isotonic,weighted_cap20
random,0.1855971082997358,0.3559015709717781,0.110333164672372,0.0386155658790713,1335.0,temporal_J,catboost,42,isotonic,weighted_cap20
singleton,0.1855971082997358,0.2052434456928838,0.049781976744186,0.0308489079036253,1335.0,temporal_J,catboost,42,isotonic,weighted_cap20
confidence,0.1855971082997358,0.1960029319255142,0.0950813641426459,0.0,1335.0,temporal_J,catboost,42,isotonic,weighted_p99
random,0.1855971082997358,0.3559015709717781,0.110333164672372,0.0386155658790713,1335.0,temporal_J,catboost,42,isotonic,weighted_p99
singleton,0.1855971082997358,0.2052434456928838,0.049781976744186,0.0308489079036253,1335.0,temporal_J,catboost,42,isotonic,weighted_p99
