setting,seed,model,class_weight,calibration,bins,ece
iid,73,catboost,unweighted,platt,15,0.050859567445273715
iid,73,logistic,balanced,isotonic,5,0.015714856678871188
iid,73,logistic,balanced,isotonic,10,0.023820893270445894
iid,73,logistic,balanced,isotonic,15,0.0263901303908743
iid,73,logistic,balanced,none,5,0.04214585124578324
iid,73,logistic,balanced,none,10,0.04214585124578323
iid,73,logistic,balanced,none,15,0.052656873060997686
iid,73,logistic,balanced,platt,5,0.022708501627305522
iid,73,logistic,balanced,platt,10,0.026041449227222617
iid,73,logistic,balanced,platt,15,0.030018891208379004
iid,73,logistic,unweighted,isotonic,5,0.02334241772188555
iid,73,logistic,unweighted,isotonic,10,0.027876926383980757
iid,73,logistic,unweighted,isotonic,15,0.030545393368546912
iid,73,logistic,unweighted,none,5,0.027786034665895524
iid,73,logistic,unweighted,none,10,0.031247283247266784
iid,73,logistic,unweighted,none,15,0.03967887817259786
iid,73,logistic,unweighted,platt,5,0.02639421026283168
iid,73,logistic,unweighted,platt,10,0.02821474469936407
iid,73,logistic,unweighted,platt,15,0.033072251187081694
iid,101,catboost,balanced,isotonic,5,0.010486450152555648
iid,101,catboost,balanced,isotonic,10,0.0181042335321756
iid,101,catboost,balanced,isotonic,15,0.01810423353217566
iid,101,catboost,balanced,none,5,0.02673924081117083
iid,101,catboost,balanced,none,10,0.03272606801116044
iid,101,catboost,balanced,none,15,0.04095658447508675
iid,101,catboost,balanced,platt,5,0.02405376972984512
iid,101,catboost,balanced,platt,10,0.028998868010104456
iid,101,catboost,balanced,platt,15,0.045818407375047734
iid,101,catboost,unweighted,isotonic,5,0.0076049818085327505
iid,101,catboost,unweighted,isotonic,10,0.012777729516370451
iid,101,catboost,unweighted,isotonic,15,0.029053360504023937
iid,101,catboost,unweighted,none,5,0.026217401498219804
iid,101,catboost,unweighted,none,10,0.02633781631546639
iid,101,catboost,unweighted,none,15,0.0321634339524655
iid,101,catboost,unweighted,platt,5,0.023113358428580564
iid,101,catboost,unweighted,platt,10,0.024028109175771754
iid,101,catboost,unweighted,platt,15,0.03585365633370707
iid,101,logistic,balanced,isotonic,5,0.06281461737980516
iid,101,logistic,balanced,isotonic,10,0.06456695382840329
iid,101,logistic,balanced,isotonic,15,0.06456695382840329
iid,101,logistic,balanced,none,5,0.04102105715255203
iid,101,logistic,balanced,none,10,0.04113997805410479
iid,101,logistic,balanced,none,15,0.04283208606302807
iid,101,logistic,balanced,platt,5,0.05943447485896415
iid,101,logistic,balanced,platt,10,0.05943447485896412
iid,101,logistic,balanced,platt,15,0.059434474858964116
iid,101,logistic,unweighted,isotonic,5,0.06317891975639867
iid,101,logistic,unweighted,isotonic,10,0.0631789197563987
iid,101,logistic,unweighted,isotonic,15,0.06317891975639864
iid,101,logistic,unweighted,none,5,0.03375972774264622
iid,101,logistic,unweighted,none,10,0.03569139424759612
iid,101,logistic,unweighted,none,15,0.04048654014565229
iid,101,logistic,unweighted,platt,5,0.06232524501131531
iid,101,logistic,unweighted,platt,10,0.062325245011315304
iid,101,logistic,unweighted,platt,15,0.06232524501131532
temporal_1,7,catboost,balanced,isotonic,5,0.07709170519356881
temporal_1,7,catboost,balanced,isotonic,10,0.07935097670580064
temporal_1,7,catboost,balanced,isotonic,15,0.08004826806140547
temporal_1,7,catboost,balanced,none,5,0.09642278198339173
temporal_1,7,catboost,balanced,none,10,0.09642278198339174
temporal_1,7,catboost,balanced,none,15,0.10611527001760235
temporal_1,7,catboost,balanced,platt,5,0.07325578580040622
temporal_1,7,catboost,balanced,platt,10,0.07397447732079057
temporal_1,7,catboost,balanced,platt,15,0.07356378447974778
temporal_1,7,catboost,unweighted,isotonic,5,0.06539073042311064
temporal_1,7,catboost,unweighted,isotonic,10,0.06580470298393486
temporal_1,7,catboost,unweighted,isotonic,15,0.06580478970712292
temporal_1,7,catboost,unweighted,none,5,0.11028092536415482
temporal_1,7,catboost,unweighted,none,10,0.11028092536415486
temporal_1,7,catboost,unweighted,none,15,0.11063189404169825
temporal_1,7,catboost,unweighted,platt,5,0.0661708786202356
temporal_1,7,catboost,unweighted,platt,10,0.06660663996030199
temporal_1,7,catboost,unweighted,platt,15,0.06964738723987134
temporal_1,7,logistic,balanced,isotonic,5,0.030616951942238974
temporal_1,7,logistic,balanced,isotonic,10,0.04283902848557412
temporal_1,7,logistic,balanced,isotonic,15,0.05871114289719764
temporal_1,7,logistic,balanced,none,5,0.06012128568317465
temporal_1,7,logistic,balanced,none,10,0.060284266764423625
temporal_1,7,logistic,balanced,none,15,0.07900760324742293
temporal_1,7,logistic,balanced,platt,5,0.030640224062656388
temporal_1,7,logistic,balanced,platt,10,0.047239970656362706
temporal_1,7,logistic,balanced,platt,15,0.04147002140801172
temporal_1,7,logistic,unweighted,isotonic,5,0.03158813618943507
temporal_1,7,logistic,unweighted,isotonic,10,0.042154195837800446
temporal_1,7,logistic,unweighted,isotonic,15,0.059698544648665766
temporal_1,7,logistic,unweighted,none,5,0.059298127738203914
temporal_1,7,logistic,unweighted,none,10,0.05945476932374149
temporal_1,7,logistic,unweighted,none,15,0.07519311405895794
temporal_1,7,logistic,unweighted,platt,5,0.030524399615292554
temporal_1,7,logistic,unweighted,platt,10,0.04641779232340105
temporal_1,7,logistic,unweighted,platt,15,0.04271737434681066
temporal_1,19,catboost,balanced,isotonic,5,0.06127455283634084
temporal_1,19,catboost,balanced,isotonic,10,0.06127455283634087
temporal_1,19,catboost,balanced,isotonic,15,0.06129040373992269
temporal_1,19,catboost,balanced,none,5,0.08187759382750343
temporal_1,19,catboost,balanced,none,10,0.08723296088618795
temporal_1,19,catboost,balanced,none,15,0.09446444106401412
temporal_1,19,catboost,balanced,platt,5,0.06621815345693087
temporal_1,19,catboost,balanced,platt,10,0.06621815345693087
temporal_1,19,catboost,balanced,platt,15,0.06621815345693086
temporal_1,19,catboost,unweighted,isotonic,5,0.05838232207947544
temporal_1,19,catboost,unweighted,isotonic,10,0.05873342591872899
temporal_1,19,catboost,unweighted,isotonic,15,0.05873342591872899
temporal_1,19,catboost,unweighted,none,5,0.08348045253259538
temporal_1,19,catboost,unweighted,none,10,0.0845613245599317
temporal_1,19,catboost,unweighted,none,15,0.092320155603721
temporal_1,19,catboost,unweighted,platt,5,0.06241152533642702
temporal_1,19,catboost,unweighted,platt,10,0.06241152533642706
temporal_1,19,catboost,unweighted,platt,15,0.06276245325368214
temporal_1,19,logistic,balanced,isotonic,5,0.0688475757176567
temporal_1,19,logistic,balanced,isotonic,10,0.06884757571765669
temporal_1,19,logistic,balanced,isotonic,15,0.07080646956627687
temporal_1,19,logistic,balanced,none,5,0.02887824293894359
temporal_1,19,logistic,balanced,none,10,0.03364164720883094
temporal_1,19,logistic,balanced,none,15,0.03149199818813079
temporal_1,19,logistic,balanced,platt,5,0.028521857316478584
temporal_1,19,logistic,balanced,platt,10,0.03512842437280816
temporal_1,19,logistic,balanced,platt,15,0.03552848160478689
temporal_1,19,logistic,unweighted,isotonic,5,0.07119195671568392
temporal_1,19,logistic,unweighted,isotonic,10,0.07253062089481763
temporal_1,19,logistic,unweighted,isotonic,15,0.07519394038365967
temporal_1,19,logistic,unweighted,none,5,0.030862931344494395
temporal_1,19,logistic,unweighted,none,10,0.03323979033771134
temporal_1,19,logistic,unweighted,none,15,0.03412010239223079
temporal_1,19,logistic,unweighted,platt,5,0.028670238661185118
temporal_1,19,logistic,unweighted,platt,10,0.03739720376559577
temporal_1,19,logistic,unweighted,platt,15,0.036121298168004565
temporal_1,42,catboost,balanced,isotonic,5,0.0669474742813182
temporal_1,42,catboost,balanced,isotonic,10,0.06694747428131814
temporal_1,42,catboost,balanced,isotonic,15,0.06909151768488932
temporal_1,42,catboost,balanced,none,5,0.08718793244135911
temporal_1,42,catboost,balanced,none,10,0.08755388490104798
temporal_1,42,catboost,balanced,none,15,0.08725301675130917
temporal_1,42,catboost,balanced,platt,5,0.07065075257842589
temporal_1,42,catboost,balanced,platt,10,0.07065075257842585
temporal_1,42,catboost,balanced,platt,15,0.07334593333952123
temporal_1,42,catboost,unweighted,isotonic,5,0.07897970311816427
temporal_1,42,catboost,unweighted,isotonic,10,0.07897970311816431
temporal_1,42,catboost,unweighted,isotonic,15,0.0789797031181643
temporal_1,42,catboost,unweighted,none,5,0.09267794834455145
temporal_1,42,catboost,unweighted,none,10,0.09704271932854355
temporal_1,42,catboost,unweighted,none,15,0.09893580085986922
temporal_1,42,catboost,unweighted,platt,5,0.07779912326925695
temporal_1,42,catboost,unweighted,platt,10,0.07779912326925702
temporal_1,42,catboost,unweighted,platt,15,0.07871206996734462
temporal_1,42,logistic,balanced,isotonic,5,0.0886887237607757
temporal_1,42,logistic,balanced,isotonic,10,0.08956886286909137
temporal_1,42,logistic,balanced,isotonic,15,0.09115127104561255
temporal_1,42,logistic,balanced,none,5,0.04227681080312992
temporal_1,42,logistic,balanced,none,10,0.054137179927819565
temporal_1,42,logistic,balanced,none,15,0.05842712348849374
temporal_1,42,logistic,balanced,platt,5,0.026173165374309183
temporal_1,42,logistic,balanced,platt,10,0.03310435310047701
temporal_1,42,logistic,balanced,platt,15,0.02796399222459199
temporal_1,42,logistic,unweighted,isotonic,5,0.08812045118626266
temporal_1,42,logistic,unweighted,isotonic,10,0.09001002470554192
temporal_1,42,logistic,unweighted,isotonic,15,0.09121661457732971
temporal_1,42,logistic,unweighted,none,5,0.04382049247418808
temporal_1,42,logistic,unweighted,none,10,0.056225546246513707
temporal_1,42,logistic,unweighted,none,15,0.052840544815822656
temporal_1,42,logistic,unweighted,platt,5,0.02614504250282198
temporal_1,42,logistic,unweighted,platt,10,0.03367598928597301
temporal_1,42,logistic,unweighted,platt,15,0.028317218410742986
temporal_1,73,catboost,balanced,isotonic,5,0.051603100244836844
temporal_1,73,catboost,balanced,isotonic,10,0.053118227823259145
temporal_1,73,catboost,balanced,isotonic,15,0.06281703308814865
temporal_1,73,catboost,balanced,none,5,0.08107713220991124
temporal_1,73,catboost,balanced,none,10,0.08765341296566916
temporal_1,73,catboost,balanced,none,15,0.09516992039123083
temporal_1,73,catboost,balanced,platt,5,0.06231362805433622
temporal_1,73,catboost,balanced,platt,10,0.06571238136545085
temporal_1,73,catboost,balanced,platt,15,0.06894229155364215
temporal_1,73,catboost,unweighted,isotonic,5,0.05773765677649906
temporal_1,73,catboost,unweighted,isotonic,10,0.057737656776499
temporal_1,73,catboost,unweighted,isotonic,15,0.058531071295963355
temporal_1,73,catboost,unweighted,none,5,0.09343594351679611
temporal_1,73,catboost,unweighted,none,10,0.09377069092753465
temporal_1,73,catboost,unweighted,none,15,0.093657524870187
temporal_1,73,catboost,unweighted,platt,5,0.058367871952448
temporal_1,73,catboost,unweighted,platt,10,0.058367871952447956
temporal_1,73,catboost,unweighted,platt,15,0.0590405730885955
temporal_1,73,logistic,balanced,isotonic,5,0.05050507572626732
temporal_1,73,logistic,balanced,isotonic,10,0.05948606085973088
temporal_1,73,logistic,balanced,isotonic,15,0.06537144865631574
temporal_1,73,logistic,balanced,none,5,0.04363451759659571
temporal_1,73,logistic,balanced,none,10,0.0436345175965957
temporal_1,73,logistic,balanced,none,15,0.04590894535482333
temporal_1,73,logistic,balanced,platt,5,0.022732485218227093
temporal_1,73,logistic,balanced,platt,10,0.02566931648835223
temporal_1,73,logistic,balanced,platt,15,0.03153287545730576
temporal_1,73,logistic,unweighted,isotonic,5,0.05045087472198208
temporal_1,73,logistic,unweighted,isotonic,10,0.06092090212050286
temporal_1,73,logistic,unweighted,isotonic,15,0.06526371314986859
temporal_1,73,logistic,unweighted,none,5,0.045405063749169715
temporal_1,73,logistic,unweighted,none,10,0.045405063749169694
temporal_1,73,logistic,unweighted,none,15,0.04847508411431277
temporal_1,73,logistic,unweighted,platt,5,0.02269421688417369
temporal_1,73,logistic,unweighted,platt,10,0.025592911189710237
temporal_1,73,logistic,unweighted,platt,15,0.03218690601776735
temporal_1,101,catboost,balanced,isotonic,5,0.0966763622764633
temporal_1,101,catboost,balanced,isotonic,10,0.10208876786939099
temporal_1,101,catboost,balanced,isotonic,15,0.10229313662417487
temporal_1,101,catboost,balanced,none,5,0.10651420068487466
temporal_1,101,catboost,balanced,none,10,0.10651420068487469
temporal_1,101,catboost,balanced,none,15,0.1082787084066643
temporal_1,101,catboost,balanced,platt,5,0.09076347742353243
temporal_1,101,catboost,balanced,platt,10,0.09095909386064975
temporal_1,101,catboost,balanced,platt,15,0.09106023424193961
temporal_1,101,catboost,unweighted,isotonic,5,0.09130600771020385
temporal_1,101,catboost,unweighted,isotonic,10,0.09283199768726445
temporal_1,101,catboost,unweighted,isotonic,15,0.09287985832730888
temporal_1,101,catboost,unweighted,none,5,0.09536184440923144
temporal_1,101,catboost,unweighted,none,10,0.09536184440923146
temporal_1,101,catboost,unweighted,none,15,0.09860087142561887
temporal_1,101,catboost,unweighted,platt,5,0.08792387849522068
temporal_1,101,catboost,unweighted,platt,10,0.08792387849522065
temporal_1,101,catboost,unweighted,platt,15,0.09253751245818123
temporal_1,101,logistic,balanced,isotonic,5,0.09617309424291992
temporal_1,101,logistic,balanced,isotonic,10,0.09645750855282013
temporal_1,101,logistic,balanced,isotonic,15,0.09775676746839798
temporal_1,101,logistic,balanced,none,5,0.03370875857173616
temporal_1,101,logistic,balanced,none,10,0.03446187388529408
temporal_1,101,logistic,balanced,none,15,0.04627323365806169
temporal_1,101,logistic,balanced,platt,5,0.03201003726905558
temporal_1,101,logistic,balanced,platt,10,0.033157722264957105
temporal_1,101,logistic,balanced,platt,15,0.03829676181444739
temporal_1,101,logistic,unweighted,isotonic,5,0.09562561231351656
temporal_1,101,logistic,unweighted,isotonic,10,0.09562561231351657
temporal_1,101,logistic,unweighted,isotonic,15,0.09573670538228501
temporal_1,101,logistic,unweighted,none,5,0.034744275287051346
temporal_1,101,logistic,unweighted,none,10,0.037775138739846253
temporal_1,101,logistic,unweighted,none,15,0.04575810138122806
temporal_1,101,logistic,unweighted,platt,5,0.03191255765602719
temporal_1,101,logistic,unweighted,platt,10,0.03307098132854549
temporal_1,101,logistic,unweighted,platt,15,0.03962208795337666
temporal_2,7,catboost,balanced,isotonic,5,0.14953528019638376
temporal_2,7,catboost,balanced,isotonic,10,0.14953528019638376
temporal_2,7,catboost,balanced,isotonic,15,0.14953528019638368
temporal_2,7,catboost,balanced,none,5,0.18188949173661614
temporal_2,7,catboost,balanced,none,10,0.18188949173661614
temporal_2,7,catboost,balanced,none,15,0.1823368219915666
temporal_2,7,catboost,balanced,platt,5,0.14488948876793767
temporal_2,7,catboost,balanced,platt,10,0.14488948876793767
temporal_2,7,catboost,balanced,platt,15,0.14488948876793764
temporal_2,7,catboost,unweighted,isotonic,5,0.18464093697247777
temporal_2,7,catboost,unweighted,isotonic,10,0.18499407688355554
temporal_2,7,catboost,unweighted,isotonic,15,0.18658875271432823
temporal_2,7,catboost,unweighted,none,5,0.2094541430013548
temporal_2,7,catboost,unweighted,none,10,0.20945414300135481
temporal_2,7,catboost,unweighted,none,15,0.20996457066910948
temporal_2,7,catboost,unweighted,platt,5,0.16561876892914248
temporal_2,7,catboost,unweighted,platt,10,0.1656187689291425
temporal_2,7,catboost,unweighted,platt,15,0.16579733648148076
temporal_2,7,logistic,balanced,isotonic,5,0.18171059045742266
temporal_2,7,logistic,balanced,isotonic,10,0.18171059045742263
temporal_2,7,logistic,balanced,isotonic,15,0.18171059045742263
temporal_2,7,logistic,balanced,none,5,0.14696093902929336
temporal_2,7,logistic,balanced,none,10,0.14696093902929336
temporal_2,7,logistic,balanced,none,15,0.1469609390292933
temporal_2,7,logistic,balanced,platt,5,0.15539242103555542
temporal_2,7,logistic,balanced,platt,10,0.15539242103555542
temporal_2,7,logistic,balanced,platt,15,0.15652958903678751
temporal_2,7,logistic,unweighted,isotonic,5,0.17936433971619903
temporal_2,7,logistic,unweighted,isotonic,10,0.17936433971619906
temporal_2,7,logistic,unweighted,isotonic,15,0.17936433971619903
temporal_2,7,logistic,unweighted,none,5,0.17061955697929315
temporal_2,7,logistic,unweighted,none,10,0.17089070071167684
temporal_2,7,logistic,unweighted,none,15,0.17119521746809369
temporal_2,7,logistic,unweighted,platt,5,0.1536937016210472
temporal_2,7,logistic,unweighted,platt,10,0.1552739430305523
temporal_2,7,logistic,unweighted,platt,15,0.15418291808471757
temporal_2,19,catboost,balanced,isotonic,5,0.15308070299820475
temporal_2,19,catboost,balanced,isotonic,10,0.15412529596476732
temporal_2,19,catboost,balanced,isotonic,15,0.15477446018090105
temporal_2,19,catboost,balanced,none,5,0.1636551963245094
temporal_2,19,catboost,balanced,none,10,0.16368365547670083
temporal_2,19,catboost,balanced,none,15,0.1654723857448867
temporal_2,19,catboost,balanced,platt,5,0.14396109531369172
temporal_2,19,catboost,balanced,platt,10,0.14396109531369172
temporal_2,19,catboost,balanced,platt,15,0.14396109531369175
temporal_2,19,catboost,unweighted,isotonic,5,0.11323064850363768
temporal_2,19,catboost,unweighted,isotonic,10,0.11479858873744525
temporal_2,19,catboost,unweighted,isotonic,15,0.11501430531567677
temporal_2,19,catboost,unweighted,none,5,0.1625948956928337
temporal_2,19,catboost,unweighted,none,10,0.1628274036453947
temporal_2,19,catboost,unweighted,none,15,0.16784399442187392
temporal_2,19,catboost,unweighted,platt,5,0.13378633600042888
temporal_2,19,catboost,unweighted,platt,10,0.13378633600042888
temporal_2,19,catboost,unweighted,platt,15,0.13396487228590367
temporal_2,19,logistic,balanced,isotonic,5,0.13239027348564755
temporal_2,19,logistic,balanced,isotonic,10,0.13239027348564744
temporal_2,19,logistic,balanced,isotonic,15,0.13369969293474704
temporal_2,19,logistic,balanced,none,5,0.10794724802426625
temporal_2,19,logistic,balanced,none,10,0.10983759080233708
temporal_2,19,logistic,balanced,none,15,0.11782057038731722
temporal_2,19,logistic,balanced,platt,5,0.12206296845102127
temporal_2,19,logistic,balanced,platt,10,0.12206296845102123
temporal_2,19,logistic,balanced,platt,15,0.12241782481691237
temporal_2,19,logistic,unweighted,isotonic,5,0.12343975035951117
temporal_2,19,logistic,unweighted,isotonic,10,0.12343975035951114
temporal_2,19,logistic,unweighted,isotonic,15,0.12439447104738381
temporal_2,19,logistic,unweighted,none,5,0.12888381470026428
temporal_2,19,logistic,unweighted,none,10,0.12888381470026428
temporal_2,19,logistic,unweighted,none,15,0.12888381470026425
temporal_2,19,logistic,unweighted,platt,5,0.11482130359474402
temporal_2,19,logistic,unweighted,platt,10,0.11482130359474398
temporal_2,19,logistic,unweighted,platt,15,0.11482130359474393
temporal_2,42,catboost,balanced,isotonic,5,0.10791192054772827
temporal_2,42,catboost,balanced,isotonic,10,0.10791192054772829
temporal_2,42,catboost,balanced,isotonic,15,0.117078327840934
temporal_2,42,catboost,balanced,none,5,0.16039784951688432
temporal_2,42,catboost,balanced,none,10,0.161468231020263
temporal_2,42,catboost,balanced,none,15,0.16354708738039048
temporal_2,42,catboost,balanced,platt,5,0.09113624837897454
temporal_2,42,catboost,balanced,platt,10,0.09136025533446257
temporal_2,42,catboost,balanced,platt,15,0.09202382634779065
temporal_2,42,catboost,unweighted,isotonic,5,0.13114525057419388
temporal_2,42,catboost,unweighted,isotonic,10,0.13457076032249968
temporal_2,42,catboost,unweighted,isotonic,15,0.13543663786491458
temporal_2,42,catboost,unweighted,none,5,0.17324373723194633
temporal_2,42,catboost,unweighted,none,10,0.1766074941649801
temporal_2,42,catboost,unweighted,none,15,0.17622680133971597
temporal_2,42,catboost,unweighted,platt,5,0.08033451492987004
temporal_2,42,catboost,unweighted,platt,10,0.08134843725277999
temporal_2,42,catboost,unweighted,platt,15,0.08481302286450931
temporal_2,42,logistic,balanced,isotonic,5,0.14370829904966795
temporal_2,42,logistic,balanced,isotonic,10,0.14370829904966786
temporal_2,42,logistic,balanced,isotonic,15,0.1437082990496679
temporal_2,42,logistic,balanced,none,5,0.1070009365918527
temporal_2,42,logistic,balanced,none,10,0.10881639944276048
temporal_2,42,logistic,balanced,none,15,0.1085481975456608
temporal_2,42,logistic,balanced,platt,5,0.0814750625902948
temporal_2,42,logistic,balanced,platt,10,0.08147506259029479
temporal_2,42,logistic,balanced,platt,15,0.08245289583899779
temporal_2,42,logistic,unweighted,isotonic,5,0.14304976453531282
temporal_2,42,logistic,unweighted,isotonic,10,0.14304976453531293
temporal_2,42,logistic,unweighted,isotonic,15,0.14304976453531293
temporal_2,42,logistic,unweighted,none,5,0.13517177280754378
temporal_2,42,logistic,unweighted,none,10,0.13546443140488398
temporal_2,42,logistic,unweighted,none,15,0.13564263207360983
temporal_2,42,logistic,unweighted,platt,5,0.08133292267305889
temporal_2,42,logistic,unweighted,platt,10,0.08133292267305887
temporal_2,42,logistic,unweighted,platt,15,0.08250431676052757
temporal_2,73,catboost,balanced,isotonic,5,0.1562189423183865
temporal_2,73,catboost,balanced,isotonic,10,0.15621894231838657
temporal_2,73,catboost,balanced,isotonic,15,0.15752681974591215
temporal_2,73,catboost,balanced,none,5,0.15956351793140344
temporal_2,73,catboost,balanced,none,10,0.16403640268420855
temporal_2,73,catboost,balanced,none,15,0.15988161831102946
temporal_2,73,catboost,balanced,platt,5,0.11121529454781084
temporal_2,73,catboost,balanced,platt,10,0.11133045602633991
temporal_2,73,catboost,balanced,platt,15,0.1133309518125462
temporal_2,73,catboost,unweighted,isotonic,5,0.15927099967475203
temporal_2,73,catboost,unweighted,isotonic,10,0.16055314611324503
temporal_2,73,catboost,unweighted,isotonic,15,0.16166521257534333
temporal_2,73,catboost,unweighted,none,5,0.17622422903057786
temporal_2,73,catboost,unweighted,none,10,0.17622422903057788
temporal_2,73,catboost,unweighted,none,15,0.1810143624730634
temporal_2,73,catboost,unweighted,platt,5,0.11540586410031206
temporal_2,73,catboost,unweighted,platt,10,0.11606260964924967
temporal_2,73,catboost,unweighted,platt,15,0.11612872230320039
temporal_2,73,logistic,balanced,isotonic,5,0.1277296920536769
temporal_2,73,logistic,balanced,isotonic,10,0.13815305692066343
temporal_2,73,logistic,balanced,isotonic,15,0.12826991058164053
temporal_2,73,logistic,balanced,none,5,0.13323165932155323
temporal_2,73,logistic,balanced,none,10,0.13753395767530638
temporal_2,73,logistic,balanced,none,15,0.14589517568956922
temporal_2,73,logistic,balanced,platt,5,0.0728264865201495
temporal_2,73,logistic,balanced,platt,10,0.0738653441530115
temporal_2,73,logistic,balanced,platt,15,0.08433583443823314
temporal_2,73,logistic,unweighted,isotonic,5,0.12577180868057095
temporal_2,73,logistic,unweighted,isotonic,10,0.13143004681590148
temporal_2,73,logistic,unweighted,isotonic,15,0.1261067712649737
temporal_2,73,logistic,unweighted,none,5,0.15727661429788026
temporal_2,73,logistic,unweighted,none,10,0.16575173237505259
temporal_2,73,logistic,unweighted,none,15,0.16551513968965154
temporal_2,73,logistic,unweighted,platt,5,0.07094019255112932
temporal_2,73,logistic,unweighted,platt,10,0.07186825707858531
temporal_2,73,logistic,unweighted,platt,15,0.08496030202626179
temporal_2,101,catboost,balanced,isotonic,5,0.16388345182553235
temporal_2,101,catboost,balanced,isotonic,10,0.16502512098343394
temporal_2,101,catboost,balanced,isotonic,15,0.1669141078484785
temporal_2,101,catboost,balanced,none,5,0.15992923278749388
temporal_2,101,catboost,balanced,none,10,0.16056949706590978
temporal_2,101,catboost,balanced,none,15,0.16172674981998916
temporal_2,101,catboost,balanced,platt,5,0.1157729949677805
temporal_2,101,catboost,balanced,platt,10,0.11577299496778047
temporal_2,101,catboost,balanced,platt,15,0.11775229291634638
temporal_2,101,catboost,unweighted,isotonic,5,0.18280270956423555
temporal_2,101,catboost,unweighted,isotonic,10,0.18280270956423555
temporal_2,101,catboost,unweighted,isotonic,15,0.18280270956423558
temporal_2,101,catboost,unweighted,none,5,0.1789851419058767
temporal_2,101,catboost,unweighted,none,10,0.17898514190587672
temporal_2,101,catboost,unweighted,none,15,0.1789851419058767
temporal_2,101,catboost,unweighted,platt,5,0.12067918366642916
temporal_2,101,catboost,unweighted,platt,10,0.12067918366642916
temporal_2,101,catboost,unweighted,platt,15,0.12067918366642916
temporal_2,101,logistic,balanced,isotonic,5,0.19448579381931638
temporal_2,101,logistic,balanced,isotonic,10,0.20591420606874827
temporal_2,101,logistic,balanced,isotonic,15,0.20926936991242887
temporal_2,101,logistic,balanced,none,5,0.145161528327608
temporal_2,101,logistic,balanced,none,10,0.1586235851721813
temporal_2,101,logistic,balanced,none,15,0.15997611599360095
temporal_2,101,logistic,balanced,platt,5,0.16946478622035707
temporal_2,101,logistic,balanced,platt,10,0.17312046224793384
temporal_2,101,logistic,balanced,platt,15,0.17590175740112873
temporal_2,101,logistic,unweighted,isotonic,5,0.1939098876057733
temporal_2,101,logistic,unweighted,isotonic,10,0.2055675643189405
temporal_2,101,logistic,unweighted,isotonic,15,0.20736778068659345
temporal_2,101,logistic,unweighted,none,5,0.16969430758510262
temporal_2,101,logistic,unweighted,none,10,0.17041055124355586
temporal_2,101,logistic,unweighted,none,15,0.1754304369423026
temporal_2,101,logistic,unweighted,platt,5,0.1690126225733188
temporal_2,101,logistic,unweighted,platt,10,0.17223241022683633
temporal_2,101,logistic,unweighted,platt,15,0.1742851021572224
