policy,automatic_coverage,automatic_error_rate,automatic_false_negative_fraction,automatic_false_positive_fraction,expected_n_automatic,setting,model,seed,calibration,matched_method
confidence,0.0771028037383177,0.2272727272727272,0.0051020408163265,0.0280172413793103,66.0,iid,logistic,42,isotonic,weighted_cap10
random,0.0771028037383177,0.3633177570093457,0.0295036238794583,0.0267533435385111,66.0,iid,logistic,42,isotonic,weighted_cap10
singleton,0.0771028037383177,0.2272727272727272,0.0051020408163265,0.0280172413793103,66.0,iid,logistic,42,isotonic,weighted_cap10
confidence,0.0771028037383177,0.2272727272727272,0.0051020408163265,0.0280172413793103,66.0,iid,logistic,42,isotonic,weighted_cap20
random,0.0771028037383177,0.3633177570093457,0.0295036238794583,0.0267533435385111,66.0,iid,logistic,42,isotonic,weighted_cap20
singleton,0.0771028037383177,0.2272727272727272,0.0051020408163265,0.0280172413793103,66.0,iid,logistic,42,isotonic,weighted_cap20
confidence,0.1904205607476635,0.2038297081241866,0.0515924551638837,0.0280172413793103,163.0,iid,logistic,42,isotonic,weighted_p99
random,0.1904205607476635,0.3633177570093457,0.0728650104901773,0.0660726514663229,162.99999999999997,iid,logistic,42,isotonic,weighted_p99
singleton,0.1904205607476635,0.2822085889570552,0.0051020408163265,0.0948275862068965,163.0,iid,logistic,42,isotonic,weighted_p99
confidence,0.2,0.2161214953271027,0.0739795918367346,0.0172413793103448,171.20000000000002,iid,catboost,42,none,fixed_budget
random,0.2,0.3457943925233645,0.083673469387755,0.0568965517241379,171.20000000000002,iid,catboost,42,none,fixed_budget
confidence,0.4,0.233644859813084,0.1403061224489795,0.0538793103448275,342.40000000000003,iid,catboost,42,none,fixed_budget
random,0.4,0.3457943925233645,0.1673469387755101,0.1137931034482758,342.40000000000003,iid,catboost,42,none,fixed_budget
confidence,0.6,0.286214953271028,0.2168367346938775,0.1336206896551724,513.6,iid,catboost,42,none,fixed_budget
random,0.6,0.3457943925233644,0.2510204081632652,0.1706896551724137,513.5999999999999,iid,catboost,42,none,fixed_budget
confidence,0.8,0.3341121495327103,0.336734693877551,0.2086206896551725,684.8000000000001,iid,catboost,42,none,fixed_budget
random,0.8,0.3457943925233645,0.3346938775510203,0.2275862068965517,684.8000000000001,iid,catboost,42,none,fixed_budget
confidence,0.2,0.2161214953271027,0.0739795918367346,0.0172413793103448,171.20000000000002,iid,catboost,42,platt,fixed_budget
random,0.2,0.3504672897196262,0.083673469387755,0.0586206896551724,171.20000000000002,iid,catboost,42,platt,fixed_budget
confidence,0.4,0.231892523364486,0.1377551020408163,0.0547413793103449,342.40000000000003,iid,catboost,42,platt,fixed_budget
random,0.4,0.3504672897196262,0.1673469387755101,0.1172413793103448,342.40000000000003,iid,catboost,42,platt,fixed_budget
confidence,0.6,0.286214953271028,0.2091836734693877,0.1400862068965517,513.6,iid,catboost,42,platt,fixed_budget
random,0.6,0.3504672897196261,0.2510204081632652,0.1758620689655172,513.5999999999999,iid,catboost,42,platt,fixed_budget
confidence,0.8,0.3358644859813083,0.3316326530612244,0.2155172413793103,684.8000000000001,iid,catboost,42,platt,fixed_budget
random,0.8,0.3504672897196262,0.3346938775510203,0.2344827586206896,684.8000000000001,iid,catboost,42,platt,fixed_budget
confidence,0.2,0.2155992303463441,0.0941596638655462,0.0,171.20000000000002,iid,catboost,42,isotonic,fixed_budget
random,0.2,0.3469626168224299,0.086734693877551,0.0547413793103448,171.20000000000002,iid,catboost,42,isotonic,fixed_budget
confidence,0.4,0.2670044989063432,0.1045918367346938,0.1086688371239912,342.4000000000001,iid,catboost,42,isotonic,fixed_budget
random,0.4,0.3469626168224299,0.173469387755102,0.1094827586206896,342.40000000000003,iid,catboost,42,isotonic,fixed_budget
confidence,0.6,0.3036113741474192,0.2013642902094758,0.1659482758620689,513.6000000000001,iid,catboost,42,isotonic,fixed_budget
random,0.6,0.3469626168224299,0.2602040816326529,0.1642241379310344,513.5999999999999,iid,catboost,42,isotonic,fixed_budget
confidence,0.8,0.328751298026999,0.3778798185941044,0.1659482758620689,684.8,iid,catboost,42,isotonic,fixed_budget
random,0.8,0.3469626168224299,0.3469387755102041,0.2189655172413793,684.8000000000001,iid,catboost,42,isotonic,fixed_budget
confidence,0.2184579439252336,0.2192513368983957,0.1045918367346938,0.0,187.0,iid,catboost,42,isotonic,split_cp
random,0.2184579439252336,0.3469626168224299,0.0947394144573717,0.0597934458588462,187.00000000000003,iid,catboost,42,isotonic,split_cp
singleton,0.2184579439252336,0.2192513368983957,0.1045918367346938,0.0,187.0,iid,catboost,42,isotonic,split_cp
confidence,0.1191588785046729,0.1862745098039215,0.048469387755102,0.0,102.0,iid,catboost,42,isotonic,mondrian_cp
random,0.1191588785046729,0.3469626168224299,0.0516760442494754,0.0326146068320979,102.0,iid,catboost,42,isotonic,mondrian_cp
singleton,0.1191588785046729,0.1862745098039215,0.048469387755102,0.0,102.0,iid,catboost,42,isotonic,mondrian_cp
confidence,0.1191588785046729,0.1862745098039215,0.048469387755102,0.0,102.0,iid,catboost,42,isotonic,empirical_mondrian
random,0.1191588785046729,0.3469626168224299,0.0516760442494754,0.0326146068320979,102.0,iid,catboost,42,isotonic,empirical_mondrian
singleton,0.1191588785046729,0.1862745098039215,0.048469387755102,0.0,102.0,iid,catboost,42,isotonic,empirical_mondrian
confidence,0.1191588785046729,0.1862745098039215,0.048469387755102,0.0,102.0,iid,catboost,42,isotonic,weighted_cap5
random,0.1191588785046729,0.3469626168224299,0.0516760442494754,0.0326146068320979,102.0,iid,catboost,42,isotonic,weighted_cap5
singleton,0.1191588785046729,0.1862745098039215,0.048469387755102,0.0,102.0,iid,catboost,42,isotonic,weighted_cap5
confidence,0.1191588785046729,0.1862745098039215,0.048469387755102,0.0,102.0,iid,catboost,42,isotonic,weighted_cap10
random,0.1191588785046729,0.3469626168224299,0.0516760442494754,0.0326146068320979,102.0,iid,catboost,42,isotonic,weighted_cap10
singleton,0.1191588785046729,0.1862745098039215,0.048469387755102,0.0,102.0,iid,catboost,42,isotonic,weighted_cap10
confidence,0.1191588785046729,0.1862745098039215,0.048469387755102,0.0,102.0,iid,catboost,42,isotonic,weighted_cap20
random,0.1191588785046729,0.3469626168224299,0.0516760442494754,0.0326146068320979,102.0,iid,catboost,42,isotonic,weighted_cap20
singleton,0.1191588785046729,0.1862745098039215,0.048469387755102,0.0,102.0,iid,catboost,42,isotonic,weighted_cap20
confidence,0.1191588785046729,0.1862745098039215,0.048469387755102,0.0,102.0,iid,catboost,42,isotonic,weighted_p99
random,0.1191588785046729,0.3469626168224299,0.0516760442494754,0.0326146068320979,102.0,iid,catboost,42,isotonic,weighted_p99
singleton,0.1191588785046729,0.1862745098039215,0.048469387755102,0.0,102.0,iid,catboost,42,isotonic,weighted_p99
confidence,0.2,0.2417027417027417,0.0956521739130434,0.0147965474722564,277.2,temporal_1,logistic,42,none,fixed_budget
random,0.2,0.3910533910533913,0.1092173913043478,0.0562268803945746,277.19999999999993,temporal_1,logistic,42,none,fixed_budget
confidence,0.4,0.2886002886002886,0.1930434782608695,0.0604192355117139,554.4,temporal_1,logistic,42,none,fixed_budget
random,0.4,0.3910533910533913,0.2184347826086957,0.1124537607891492,554.3999999999999,temporal_1,logistic,42,none,fixed_budget
confidence,0.6,0.3258778258778259,0.3060869565217391,0.1171393341553637,831.6,temporal_1,logistic,42,none,fixed_budget
random,0.6,0.3910533910533911,0.3276521739130433,0.1686806411837237,831.5999999999999,temporal_1,logistic,42,none,fixed_budget
confidence,0.8,0.3614718614718614,0.4083478260869564,0.2046855733662145,1108.8,temporal_1,logistic,42,none,fixed_budget
random,0.8,0.3910533910533913,0.4368695652173914,0.2249075215782984,1108.7999999999995,temporal_1,logistic,42,none,fixed_budget
confidence,0.2,0.2380952380952381,0.0991304347826086,0.0110974106041923,277.2,temporal_1,logistic,42,platt,fixed_budget
random,0.2,0.3874458874458877,0.1137391304347826,0.0517879161528976,277.19999999999993,temporal_1,logistic,42,platt,fixed_budget
confidence,0.4,0.2886002886002886,0.2069565217391304,0.0505548705302096,554.4,temporal_1,logistic,42,platt,fixed_budget
random,0.4,0.3874458874458877,0.2274782608695653,0.1035758323057953,554.3999999999999,temporal_1,logistic,42,platt,fixed_budget
confidence,0.6,0.3278018278018278,0.3227826086956522,0.1072749691738594,831.6,temporal_1,logistic,42,platt,fixed_budget
random,0.6,0.3874458874458875,0.3412173913043477,0.1553637484586929,831.5999999999999,temporal_1,logistic,42,platt,fixed_budget
confidence,0.8,0.3587662337662337,0.4191304347826087,0.1933415536374845,1108.8,temporal_1,logistic,42,platt,fixed_budget
random,0.8,0.3874458874458877,0.4549565217391306,0.2071516646115906,1108.7999999999995,temporal_1,logistic,42,platt,fixed_budget
confidence,0.2,0.2429022082018927,0.1155792072418049,0.0010782342164325,277.2,temporal_1,logistic,42,isotonic,fixed_budget
random,0.2,0.3845598845598848,0.0953043478260869,0.0638717632552404,277.19999999999993,temporal_1,logistic,42,isotonic,fixed_budget
confidence,0.4,0.300722616444266,0.177391304347826,0.0798034754090025,554.3999999999999,temporal_1,logistic,42,isotonic,fixed_budget
random,0.4,0.3845598845598848,0.1906086956521739,0.1277435265104809,554.3999999999999,temporal_1,logistic,42,isotonic,fixed_budget
confidence,0.6,0.358056758056758,0.177391304347826,0.2413810110974105,831.6,temporal_1,logistic,42,isotonic,fixed_budget
random,0.6,0.3845598845598846,0.2859130434782608,0.1916152897657213,831.5999999999999,temporal_1,logistic,42,isotonic,fixed_budget
confidence,0.8,0.369840919598201,0.3601384550443225,0.250308261405672,1108.8000000000002,temporal_1,logistic,42,isotonic,fixed_budget
random,0.8,0.3845598845598848,0.3812173913043479,0.2554870530209618,1108.7999999999995,temporal_1,logistic,42,isotonic,fixed_budget
confidence,0.3023088023088023,0.2529832935560859,0.177391304347826,0.0049321824907521,419.0,temporal_1,logistic,42,isotonic,split_cp
random,0.3023088023088023,0.3845598845598846,0.1440567162306293,0.0965449812552155,419.0000000000001,temporal_1,logistic,42,isotonic,split_cp
singleton,0.3023088023088023,0.2529832935560859,0.177391304347826,0.0049321824907521,419.0,temporal_1,logistic,42,isotonic,split_cp
confidence,0.2402597402597402,0.2436318671612789,0.137616368286445,0.002466091245376,333.0,temporal_1,logistic,42,isotonic,mondrian_cp
random,0.2402597402597402,0.3845598845598847,0.1144889892715979,0.0767290662481784,333.0,temporal_1,logistic,42,isotonic,mondrian_cp
singleton,0.2402597402597402,0.2462462462462462,0.1356521739130435,0.0049321824907521,333.0,temporal_1,logistic,42,isotonic,mondrian_cp
confidence,0.3023088023088023,0.2529832935560859,0.177391304347826,0.0049321824907521,419.0,temporal_1,logistic,42,isotonic,empirical_mondrian
random,0.3023088023088023,0.3845598845598846,0.1440567162306293,0.0965449812552155,419.0000000000001,temporal_1,logistic,42,isotonic,empirical_mondrian
singleton,0.3023088023088023,0.2529832935560859,0.177391304347826,0.0049321824907521,419.0,temporal_1,logistic,42,isotonic,empirical_mondrian
confidence,0.4105339105339105,0.3045132534922907,0.177391304347826,0.0878767462849733,569.0,temporal_1,logistic,42,isotonic,weighted_cap5
random,0.4105339105339105,0.3845598845598845,0.1956283330196374,0.1311076237093499,569.0,temporal_1,logistic,42,isotonic,weighted_cap5
singleton,0.4105339105339105,0.3198594024604569,0.1356521739130435,0.1282367447595561,569.0,temporal_1,logistic,42,isotonic,weighted_cap5
confidence,0.4725829725829726,0.3145038167938931,0.177391304347826,0.1282367447595561,655.0,temporal_1,logistic,42,isotonic,weighted_cap10
random,0.4725829725829726,0.3845598845598849,0.2251960599786686,0.150923538716387,654.9999999999999,temporal_1,logistic,42,isotonic,weighted_cap10
singleton,0.4725829725829726,0.3145038167938931,0.177391304347826,0.1282367447595561,655.0,temporal_1,logistic,42,isotonic,weighted_cap10
confidence,0.4725829725829726,0.3145038167938931,0.177391304347826,0.1282367447595561,655.0,temporal_1,logistic,42,isotonic,weighted_cap20
random,0.4725829725829726,0.3845598845598849,0.2251960599786686,0.150923538716387,654.9999999999999,temporal_1,logistic,42,isotonic,weighted_cap20
singleton,0.4725829725829726,0.3145038167938931,0.177391304347826,0.1282367447595561,655.0,temporal_1,logistic,42,isotonic,weighted_cap20
confidence,0.4725829725829726,0.3145038167938931,0.177391304347826,0.1282367447595561,655.0,temporal_1,logistic,42,isotonic,weighted_p99
random,0.4725829725829726,0.3845598845598849,0.2251960599786686,0.150923538716387,654.9999999999999,temporal_1,logistic,42,isotonic,weighted_p99
singleton,0.4725829725829726,0.3145038167938931,0.177391304347826,0.1282367447595561,655.0,temporal_1,logistic,42,isotonic,weighted_p99
confidence,0.2,0.3434343434343434,0.0577391304347825,0.0764488286066584,277.2,temporal_1,catboost,42,none,fixed_budget
random,0.2,0.4559884559884562,0.1022608695652174,0.0833538840937114,277.19999999999993,temporal_1,catboost,42,none,fixed_budget
confidence,0.4,0.3831168831168831,0.1554782608695651,0.1516646115906288,554.4,temporal_1,catboost,42,none,fixed_budget
random,0.4,0.4559884559884562,0.2045217391304348,0.1667077681874229,554.3999999999999,temporal_1,catboost,42,none,fixed_budget
confidence,0.6,0.4155844155844156,0.2608695652173913,0.2411837237977805,831.6,temporal_1,catboost,42,none,fixed_budget
random,0.6,0.4559884559884563,0.3067826086956521,0.2500616522811343,831.5999999999999,temporal_1,catboost,42,none,fixed_budget
confidence,0.8,0.4381313131313131,0.3756521739130434,0.332675709001233,1108.8,temporal_1,catboost,42,none,fixed_budget
random,0.8,0.4559884559884562,0.4090434782608696,0.3334155363748459,1108.7999999999995,temporal_1,catboost,42,none,fixed_budget
confidence,0.2,0.347041847041847,0.0681739130434782,0.0702836004932182,277.2,temporal_1,catboost,42,platt,fixed_budget
random,0.2,0.4610389610389613,0.1081739130434782,0.0808877928483354,277.19999999999993,temporal_1,catboost,42,platt,fixed_budget
confidence,0.4,0.3805916305916306,0.1669565217391304,0.1418002466091245,554.4,temporal_1,catboost,42,platt,fixed_budget
random,0.4,0.4610389610389613,0.2163478260869565,0.1617755856966708,554.3999999999999,temporal_1,catboost,42,platt,fixed_budget
confidence,0.6,0.411976911976912,0.2758260869565218,0.2268803945745992,831.6,temporal_1,catboost,42,platt,fixed_budget
random,0.6,0.4610389610389613,0.3245217391304347,0.2426633785450061,831.5999999999999,temporal_1,catboost,42,platt,fixed_budget
confidence,0.8,0.4365079365079365,0.3965217391304347,0.3156596794081381,1108.8,temporal_1,catboost,42,platt,fixed_budget
random,0.8,0.4610389610389613,0.4326956521739131,0.3235511713933416,1108.7999999999995,temporal_1,catboost,42,platt,fixed_budget
confidence,0.2,0.3339320576715535,0.1401147241505298,0.0147965474722564,277.2,temporal_1,catboost,42,isotonic,fixed_budget
random,0.2,0.4581529581529584,0.0779130434782608,0.1013563501849569,277.19999999999993,temporal_1,catboost,42,isotonic,fixed_budget
confidence,0.4,0.3447564340421483,0.2765217391304347,0.039621414343979,554.4,temporal_1,catboost,42,isotonic,fixed_budget
random,0.4,0.4581529581529584,0.1558260869565217,0.2027127003699138,554.3999999999999,temporal_1,catboost,42,isotonic,fixed_budget
confidence,0.6,0.4064833801675907,0.3183157894736842,0.1911220715166461,831.5999999999999,temporal_1,catboost,42,isotonic,fixed_budget
random,0.6,0.4581529581529585,0.2337391304347825,0.3040690505548704,831.5999999999999,temporal_1,catboost,42,isotonic,fixed_budget
confidence,0.8,0.4348312584393954,0.3860869565217391,0.3207655972350204,1108.8,temporal_1,catboost,42,isotonic,fixed_budget
random,0.8,0.4581529581529584,0.3116521739130435,0.4054254007398276,1108.7999999999995,temporal_1,catboost,42,isotonic,fixed_budget
confidence,0.0281385281385281,0.358974358974359,0.0034782608695652,0.0147965474722564,39.0,temporal_1,catboost,42,isotonic,split_cp
random,0.0281385281385281,0.4581529581529582,0.010961791831357,0.0142600925584895,39.0,temporal_1,catboost,42,isotonic,split_cp
singleton,0.0281385281385281,0.358974358974359,0.0034782608695652,0.0147965474722564,39.0,temporal_1,catboost,42,isotonic,split_cp
confidence,0.0281385281385281,0.358974358974359,0.0034782608695652,0.0147965474722564,39.0,temporal_1,catboost,42,isotonic,mondrian_cp
random,0.0281385281385281,0.4581529581529582,0.010961791831357,0.0142600925584895,39.0,temporal_1,catboost,42,isotonic,mondrian_cp
singleton,0.0281385281385281,0.358974358974359,0.0034782608695652,0.0147965474722564,39.0,temporal_1,catboost,42,isotonic,mondrian_cp
confidence,0.0281385281385281,0.358974358974359,0.0034782608695652,0.0147965474722564,39.0,temporal_1,catboost,42,isotonic,empirical_mondrian
random,0.0281385281385281,0.4581529581529582,0.010961791831357,0.0142600925584895,39.0,temporal_1,catboost,42,isotonic,empirical_mondrian
singleton,0.0281385281385281,0.358974358974359,0.0034782608695652,0.0147965474722564,39.0,temporal_1,catboost,42,isotonic,empirical_mondrian
confidence,0.2186147186147186,0.3335829381257453,0.1549141395688709,0.0147965474722564,303.0,temporal_1,catboost,42,isotonic,weighted_cap5
random,0.2186147186147186,0.458152958152958,0.0851646903820816,0.110789949877496,303.0,temporal_1,catboost,42,isotonic,weighted_cap5
singleton,0.2186147186147186,0.5181518151815182,0.0034782608695652,0.1911220715166461,303.0,temporal_1,catboost,42,isotonic,weighted_cap5
confidence,0.2186147186147186,0.3335829381257453,0.1549141395688709,0.0147965474722564,303.0,temporal_1,catboost,42,isotonic,weighted_cap10
random,0.2186147186147186,0.458152958152958,0.0851646903820816,0.110789949877496,303.0,temporal_1,catboost,42,isotonic,weighted_cap10
singleton,0.2186147186147186,0.5181518151815182,0.0034782608695652,0.1911220715166461,303.0,temporal_1,catboost,42,isotonic,weighted_cap10
confidence,0.2186147186147186,0.3335829381257453,0.1549141395688709,0.0147965474722564,303.0,temporal_1,catboost,42,isotonic,weighted_cap20
random,0.2186147186147186,0.458152958152958,0.0851646903820816,0.110789949877496,303.0,temporal_1,catboost,42,isotonic,weighted_cap20
singleton,0.2186147186147186,0.5181518151815182,0.0034782608695652,0.1911220715166461,303.0,temporal_1,catboost,42,isotonic,weighted_cap20
confidence,0.2186147186147186,0.3335829381257453,0.1549141395688709,0.0147965474722564,303.0,temporal_1,catboost,42,isotonic,weighted_p99
random,0.2186147186147186,0.458152958152958,0.0851646903820816,0.110789949877496,303.0,temporal_1,catboost,42,isotonic,weighted_p99
singleton,0.2186147186147186,0.5181518151815182,0.0034782608695652,0.1911220715166461,303.0,temporal_1,catboost,42,isotonic,weighted_p99
confidence,0.2,0.2172980700500357,0.095447409733124,0.0,279.8,temporal_2,logistic,42,none,fixed_budget
random,0.2,0.352394567548249,0.1124018838304553,0.0354330708661417,279.79999999999995,temporal_2,logistic,42,none,fixed_budget
confidence,0.4,0.2805575411007863,0.2433281004709576,0.0026246719160104,559.6,temporal_2,logistic,42,none,fixed_budget
random,0.4,0.352394567548249,0.2248037676609106,0.0708661417322834,559.5999999999999,temporal_2,logistic,42,none,fixed_budget
confidence,0.6,0.3085537288539433,0.3594976452119309,0.0393700787401574,839.4,temporal_2,logistic,42,none,fixed_budget
random,0.6,0.3523945675482488,0.3372056514913657,0.1062992125984252,839.3999999999999,temporal_2,logistic,42,none,fixed_budget
confidence,0.8,0.3343459614010007,0.4599686028257457,0.1065616797900263,1119.2,temporal_2,logistic,42,none,fixed_budget
random,0.8,0.352394567548249,0.4496075353218212,0.1417322834645669,1119.1999999999998,temporal_2,logistic,42,none,fixed_budget
confidence,0.2,0.218012866333095,0.0957613814756671,0.0,279.8,temporal_2,logistic,42,platt,fixed_budget
random,0.2,0.3781272337383847,0.1416012558869702,0.0204724409448818,279.79999999999995,temporal_2,logistic,42,platt,fixed_budget
confidence,0.4,0.2859185132237312,0.2511773940345368,0.0,559.6,temporal_2,logistic,42,platt,fixed_budget
random,0.4,0.3781272337383847,0.2832025117739404,0.0409448818897637,559.5999999999999,temporal_2,logistic,42,platt,fixed_budget
confidence,0.6,0.3269001667857993,0.4229199372056514,0.0065616797900262,839.4,temporal_2,logistic,42,platt,fixed_budget
random,0.6,0.3781272337383846,0.4248037676609105,0.0614173228346456,839.3999999999999,temporal_2,logistic,42,platt,fixed_budget
confidence,0.8,0.3475696926375983,0.5557299843014128,0.0459317585301837,1119.2,temporal_2,logistic,42,platt,fixed_budget
random,0.8,0.3781272337383847,0.5664050235478809,0.0818897637795275,1119.1999999999998,temporal_2,logistic,42,platt,fixed_budget
confidence,0.2,0.2427184466019418,0.1066132203441496,0.0,279.8,temporal_2,logistic,42,isotonic,fixed_budget
random,0.2,0.3531093638313082,0.1205651491365777,0.0288713910761154,279.79999999999995,temporal_2,logistic,42,isotonic,fixed_budget
confidence,0.4,0.2905547151619927,0.2552502646854806,0.0,559.6,temporal_2,logistic,42,isotonic,fixed_budget
random,0.4,0.3531093638313082,0.2411302982731555,0.0577427821522309,559.5999999999999,temporal_2,logistic,42,isotonic,fixed_budget
confidence,0.6,0.3439169299115343,0.4531928900592495,0.0,839.4000000000001,temporal_2,logistic,42,isotonic,fixed_budget
random,0.6,0.3531093638313081,0.361695447409733,0.0866141732283464,839.3999999999999,temporal_2,logistic,42,isotonic,fixed_budget
confidence,0.8,0.3398791974481178,0.4913657770800628,0.0884419918424324,1119.2,temporal_2,logistic,42,isotonic,fixed_budget
random,0.8,0.3531093638313082,0.482260596546311,0.1154855643044619,1119.1999999999998,temporal_2,logistic,42,isotonic,fixed_budget
confidence,0.5732666190135811,0.3403990024937656,0.4285714285714285,0.0,802.0,temporal_2,logistic,42,isotonic,split_cp
random,0.5732666190135811,0.3531093638313078,0.3455798770819702,0.082755023742118,801.9999999999999,temporal_2,logistic,42,isotonic,split_cp
singleton,0.5732666190135811,0.3403990024937656,0.4285714285714285,0.0,802.0,temporal_2,logistic,42,isotonic,split_cp
confidence,0.5289492494639028,0.3310810810810811,0.3846153846153846,0.0,740.0,temporal_2,logistic,42,isotonic,mondrian_cp
random,0.5289492494639028,0.353109363831308,0.3188642257364814,0.0763575032034505,740.0,temporal_2,logistic,42,isotonic,mondrian_cp
singleton,0.5289492494639028,0.3310810810810811,0.3846153846153846,0.0,740.0,temporal_2,logistic,42,isotonic,mondrian_cp
confidence,0.5303788420300214,0.330188679245283,0.3846153846153846,0.0,741.9999999999999,temporal_2,logistic,42,isotonic,empirical_mondrian
random,0.5303788420300214,0.3531093638313081,0.3197260209411746,0.0765638748337301,741.9999999999999,temporal_2,logistic,42,isotonic,empirical_mondrian
singleton,0.5303788420300214,0.330188679245283,0.3846153846153846,0.0,742.0,temporal_2,logistic,42,isotonic,empirical_mondrian
confidence,0.5303788420300214,0.330188679245283,0.3846153846153846,0.0,741.9999999999999,temporal_2,logistic,42,isotonic,weighted_cap5
random,0.5303788420300214,0.3531093638313081,0.3197260209411746,0.0765638748337301,741.9999999999999,temporal_2,logistic,42,isotonic,weighted_cap5
singleton,0.5303788420300214,0.330188679245283,0.3846153846153846,0.0,742.0,temporal_2,logistic,42,isotonic,weighted_cap5
confidence,0.5303788420300214,0.330188679245283,0.3846153846153846,0.0,741.9999999999999,temporal_2,logistic,42,isotonic,weighted_cap10
random,0.5303788420300214,0.3531093638313081,0.3197260209411746,0.0765638748337301,741.9999999999999,temporal_2,logistic,42,isotonic,weighted_cap10
singleton,0.5303788420300214,0.330188679245283,0.3846153846153846,0.0,742.0,temporal_2,logistic,42,isotonic,weighted_cap10
confidence,0.5303788420300214,0.330188679245283,0.3846153846153846,0.0,741.9999999999999,temporal_2,logistic,42,isotonic,weighted_cap20
random,0.5303788420300214,0.3531093638313081,0.3197260209411746,0.0765638748337301,741.9999999999999,temporal_2,logistic,42,isotonic,weighted_cap20
singleton,0.5303788420300214,0.330188679245283,0.3846153846153846,0.0,742.0,temporal_2,logistic,42,isotonic,weighted_cap20
confidence,0.5303788420300214,0.330188679245283,0.3846153846153846,0.0,741.9999999999999,temporal_2,logistic,42,isotonic,weighted_p99
random,0.5303788420300214,0.3531093638313081,0.3197260209411746,0.0765638748337301,741.9999999999999,temporal_2,logistic,42,isotonic,weighted_p99
singleton,0.5303788420300214,0.330188679245283,0.3846153846153846,0.0,742.0,temporal_2,logistic,42,isotonic,weighted_p99
confidence,0.2,0.3323802716225875,0.1459968602825745,0.0,279.8,temporal_2,catboost,42,none,fixed_budget
random,0.2,0.3588277340957829,0.1378335949764521,0.0165354330708661,279.79999999999995,temporal_2,catboost,42,none,fixed_budget
confidence,0.4,0.3370264474624732,0.2913657770800628,0.0039370078740157,559.6,temporal_2,catboost,42,none,fixed_budget
random,0.4,0.3588277340957829,0.2756671899529043,0.0330708661417322,559.5999999999999,temporal_2,catboost,42,none,fixed_budget
confidence,0.6,0.3459614010007147,0.4433281004709575,0.0104986876640419,839.4,temporal_2,catboost,42,none,fixed_budget
random,0.6,0.3588277340957828,0.4135007849293563,0.0496062992125984,839.3999999999999,temporal_2,catboost,42,none,fixed_budget
confidence,0.8,0.358470335954253,0.5811616954474098,0.0406824146981627,1119.2,temporal_2,catboost,42,none,fixed_budget
random,0.8,0.3588277340957829,0.5513343799058087,0.0661417322834645,1119.1999999999998,temporal_2,catboost,42,none,fixed_budget
confidence,0.2,0.3323802716225875,0.1459968602825745,0.0,279.8,temporal_2,catboost,42,platt,fixed_budget
random,0.2,0.3774124374553255,0.1494505494505495,0.0136482939632545,279.79999999999995,temporal_2,catboost,42,platt,fixed_budget
confidence,0.4,0.3388134381701215,0.2945054945054945,0.0026246719160104,559.6,temporal_2,catboost,42,platt,fixed_budget
random,0.4,0.3774124374553255,0.298901098901099,0.0272965879265091,559.5999999999999,temporal_2,catboost,42,platt,fixed_budget
confidence,0.6,0.3526328329759352,0.4583987441130298,0.0052493438320209,839.4,temporal_2,catboost,42,platt,fixed_budget
random,0.6,0.3774124374553254,0.4483516483516483,0.0409448818897637,839.3999999999999,temporal_2,catboost,42,platt,fixed_budget
confidence,0.8,0.3602573266619014,0.6043956043956044,0.0238845144356955,1119.2,temporal_2,catboost,42,platt,fixed_budget
random,0.8,0.3774124374553255,0.5978021978021981,0.0545931758530183,1119.1999999999998,temporal_2,catboost,42,platt,fixed_budget
confidence,0.2,0.3209435310936383,0.1362637362637362,0.0039370078740157,279.8,temporal_2,catboost,42,isotonic,fixed_budget
random,0.2,0.3702644746247322,0.1139717425431711,0.0406824146981627,279.79999999999995,temporal_2,catboost,42,isotonic,fixed_budget
confidence,0.4,0.3333211769339614,0.2881107230961457,0.0039370078740157,559.6000000000001,temporal_2,catboost,42,isotonic,fixed_budget
random,0.4,0.3702644746247322,0.2279434850863423,0.0813648293963254,559.5999999999999,temporal_2,catboost,42,isotonic,fixed_budget
confidence,0.6,0.3555981070942225,0.4638760613734544,0.0039370078740157,839.4000000000001,temporal_2,catboost,42,isotonic,fixed_budget
random,0.6,0.3702644746247321,0.3419152276295132,0.1220472440944881,839.3999999999999,temporal_2,catboost,42,isotonic,fixed_budget
confidence,0.8,0.3612597708040306,0.5698587127158555,0.0542282617898569,1119.1999999999998,temporal_2,catboost,42,isotonic,fixed_budget
random,0.8,0.3702644746247322,0.4558869701726846,0.1627296587926509,1119.1999999999998,temporal_2,catboost,42,isotonic,fixed_budget
confidence,0.7183702644746247,0.3651741293532338,0.5698587127158555,0.0052493438320209,1005.0,temporal_2,catboost,42,isotonic,split_cp
random,0.7183702644746247,0.3702644746247322,0.4093695541668586,0.1461251850309276,1005.0,temporal_2,catboost,42,isotonic,split_cp
singleton,0.7183702644746247,0.3651741293532338,0.5698587127158555,0.0052493438320209,1005.0,temporal_2,catboost,42,isotonic,split_cp
confidence,0.5218012866333095,0.3432556744325567,0.38866034903574,0.0039370078740157,730.0,temporal_2,catboost,42,isotonic,mondrian_cp
random,0.5218012866333095,0.3702644746247318,0.2973530094943347,0.1061406816642558,729.9999999999999,temporal_2,catboost,42,isotonic,mondrian_cp
