setting,model,calibration,method,course,seed,nominal_coverage,observed_coverage,coverage_gap,average_set_size,singleton_rate,ambiguity_rate,empty_set_rate,pass_coverage,fail_coverage,automatic_coverage,automatic_error_rate,deferral_rate,n_automatic,undercoverage,overcoverage,n_test,n_pass,n_fail,coverage_ci_lower,coverage_ci_upper,pass_ci_lower,pass_ci_upper,fail_ci_lower,fail_ci_upper,automatic_error_ci_lower,automatic_error_ci_upper,automatic_false_negative_fraction,automatic_false_positive_fraction,review_fraction
temporal_1,catboost,platt,EQ,Global economics,73,0.9,0.8766519823788547,0.023348017621145356,1.6505139500734214,0.34948604992657856,0.6505139500734214,0.0,0.9357142857142857,0.7816091954022989,0.34948604992657856,0.35294117647058826,0.6505139500734214,238,0.023348017621145356,0.0,681,420,261,0.8498205802497978,0.8992579011893849,0.9080842471471964,0.9554461894891029,0.7275986706045315,0.8274503789459905,0.2950027929064398,0.4155513844403841,0.21839080459770116,0.06428571428571428,0.6505139500734214
temporal_1,catboost,platt,EQ,Global economics,101,0.9,0.8678414096916299,0.032158590308370094,1.5947136563876652,0.4052863436123348,0.5947136563876652,0.0,0.919047619047619,0.7854406130268199,0.4052863436123348,0.32608695652173914,0.5947136563876652,276,0.032158590308370094,0.0,681,420,261,0.8403301166191589,0.8912260611606274,0.8890058266951069,0.9414933910534649,0.7316865105076941,0.8309142267918145,0.2734986305037526,0.3834499845993757,0.21455938697318008,0.08095238095238096,0.5947136563876652
temporal_1,catboost,platt,MCP,Accountancy,7,0.9,0.9446808510638298,0.044680851063829796,1.8425531914893618,0.1574468085106383,0.8425531914893617,0.0,0.9258312020460358,0.9681528662420382,0.1574468085106383,0.35135135135135137,0.8425531914893617,111,0.0,0.044680851063829796,705,391,314,0.9252704726716392,0.9592714685448713,0.8955111305118737,0.9478653502523269,0.9423784822645747,0.9826109797484854,0.26887011950742146,0.44377720891493855,0.03184713375796178,0.0741687979539642,0.8425531914893617
temporal_1,catboost,platt,MCP,Accountancy,19,0.9,0.9148936170212766,0.014893617021276562,1.7531914893617022,0.24680851063829787,0.7531914893617021,0.0,0.9181585677749361,0.910828025477707,0.24680851063829787,0.3448275862068966,0.7531914893617021,174,0.0,0.014893617021276562,705,391,314,0.8919806093358289,0.9333097185934514,0.8867474261421434,0.9414330819956752,0.8741406477789979,0.9375847984773609,0.27824194491775067,0.418116821153525,0.08917197452229299,0.08184143222506395,0.7531914893617021
temporal_1,catboost,platt,MCP,Accountancy,42,0.9,0.9304964539007092,0.03049645390070921,1.8170212765957447,0.1829787234042553,0.8170212765957446,0.0,0.9232736572890026,0.9394904458598726,0.1829787234042553,0.3798449612403101,0.8170212765957446,129,0.0,0.03049645390070921,705,391,314,0.9092974056601456,0.9470294816100647,0.8925818411333165,0.9457293154220902,0.9074338977854544,0.9609235563492551,0.3007121295888253,0.4659269883853082,0.06050955414012739,0.07672634271099744,0.8170212765957447
temporal_1,catboost,platt,MCP,Accountancy,73,0.9,0.9049645390070922,0.00496453900709215,1.6836879432624114,0.31631205673758866,0.6836879432624113,0.0,0.9309462915601023,0.8726114649681529,0.31631205673758866,0.3004484304932735,0.6836879432624113,223,0.0,0.00496453900709215,705,391,314,0.8810696509522554,0.9244701392146145,0.9013957627199221,0.9521113664618666,0.831178681669236,0.905037420749322,0.24407232738946227,0.3635831670572135,0.12738853503184713,0.06905370843989769,0.6836879432624113
temporal_1,catboost,platt,MCP,Accountancy,101,0.9,0.9177304964539007,0.01773049645390068,1.748936170212766,0.251063829787234,0.7489361702127659,0.0,0.8951406649616368,0.945859872611465,0.251063829787234,0.327683615819209,0.7489361702127659,177,0.0,0.01773049645390068,705,391,314,0.8951124954576292,0.9358208432609111,0.8608333402052453,0.9217592500534273,0.915016230003509,0.965926114770834,0.2628371166532165,0.3998508510407289,0.054140127388535034,0.10485933503836317,0.7489361702127659
temporal_1,catboost,platt,MCP,Global economics,7,0.9,0.8781204111600588,0.021879588839941233,1.6637298091042585,0.33627019089574156,0.6637298091042585,0.0,0.9047619047619048,0.8352490421455939,0.33627019089574156,0.3624454148471616,0.6637298091042585,229,0.021879588839941233,0.0,681,420,261,0.8514061382539065,0.9005927271285089,0.8729076621941513,0.929279082222083,0.7854461954346565,0.8753264826016793,0.3029286727185035,0.42650095584040854,0.16475095785440613,0.09523809523809523,0.6637298091042585
temporal_1,catboost,platt,MCP,Global economics,19,0.9,0.8619676945668135,0.038032305433186475,1.6108663729809105,0.3891336270190896,0.6108663729809104,0.0,0.9071428571428571,0.789272030651341,0.3891336270190896,0.35471698113207545,0.6108663729809104,265,0.038032305433186475,0.0,681,420,261,0.8340238185138595,0.8858508234929963,0.8755767254891207,0.931328764482503,0.7357805813872315,0.8343718436612638,0.29956578515506954,0.41402005708157846,0.210727969348659,0.09285714285714286,0.6108663729809104
temporal_1,catboost,platt,MCP,Global economics,42,0.9,0.9074889867841409,0.007488986784140894,1.7342143906020557,0.2657856093979442,0.7342143906020558,0.0,0.919047619047619,0.8888888888888888,0.2657856093979442,0.34806629834254144,0.7342143906020558,181,0.0,0.007488986784140894,681,420,261,0.8833826907220325,0.9270238535250362,0.8890058266951069,0.9414933910534649,0.8449808607397141,0.9215154457824352,0.28247907712289033,0.4199686294094799,0.1111111111111111,0.08095238095238096,0.7342143906020557
temporal_1,catboost,platt,MCP,Global economics,73,0.9,0.8839941262848752,0.016005873715124852,1.671071953010279,0.328928046989721,0.671071953010279,0.0,0.9357142857142857,0.8007662835249042,0.328928046989721,0.35267857142857145,0.671071953010279,224,0.016005873715124852,0.0,681,420,261,0.8577598889465794,0.9059205122087666,0.9080842471471964,0.9554461894891029,0.7481014234589441,0.8447060648365113,0.2930713917237088,0.4172534967245326,0.19923371647509577,0.06428571428571428,0.671071953010279
temporal_1,catboost,platt,MCP,Global economics,101,0.9,0.8737151248164464,0.026284875183553602,1.6138032305433188,0.38619676945668135,0.6138032305433186,0.0,0.919047619047619,0.8007662835249042,0.38619676945668135,0.3269961977186312,0.6138032305433186,263,0.026284875183553602,0.0,681,420,261,0.8466527978209722,0.896584915731745,0.8890058266951069,0.9414933910534649,0.7481014234589441,0.8447060648365113,0.2731455410084006,0.38582799180702276,0.19923371647509577,0.08095238095238096,0.6138032305433186
temporal_1,logistic,isotonic,EIQ-batch,Accountancy,7,0.9,0.9546099290780142,0.05460992907801421,1.8709219858156028,0.12907801418439716,0.8709219858156029,0.0,0.9181585677749361,1.0,0.12907801418439716,0.3516483516483517,0.8709219858156029,91,0.0,0.05460992907801421,705,391,314,0.9366256365535004,0.9676668424254204,0.8867474261421434,0.9414330819956752,0.9879139152112274,1.0000000000000002,0.2613727836672014,0.4539415911248841,0.0,0.08184143222506395,0.8709219858156029
temporal_1,logistic,isotonic,EIQ-batch,Accountancy,19,0.9,0.8978723404255319,0.0021276595744681437,1.6297872340425532,0.3702127659574468,0.6297872340425532,0.0,0.9769820971867008,0.7993630573248408,0.3702127659574468,0.27586206896551724,0.6297872340425532,261,0.0021276595744681437,0.0,705,391,314,0.8733199158086372,0.9181123473850826,0.956839080709227,0.9878438842308536,0.7515693893561906,0.8399204707065826,0.22518661142709187,0.3330396552571865,0.20063694267515925,0.023017902813299233,0.6297872340425532
temporal_1,logistic,isotonic,EIQ-batch,Accountancy,42,0.9,0.8836879432624114,0.01631205673758862,1.6070921985815603,0.39290780141843973,0.6070921985815603,0.0,0.8695652173913043,0.9012738853503185,0.39290780141843973,0.296028880866426,0.6070921985815603,277,0.01631205673758862,0.0,705,391,314,0.8579159141522867,0.9053012950951331,0.8325568100453079,0.8993825381254247,0.8632739142469631,0.9295741960499456,0.24535578031911962,0.3522819741829821,0.09872611464968153,0.13043478260869565,0.6070921985815603
temporal_1,logistic,isotonic,EIQ-batch,Accountancy,73,0.9,0.9617021276595744,0.06170212765957439,1.8794326241134751,0.12056737588652482,0.8794326241134752,0.0,0.9437340153452686,0.9840764331210191,0.12056737588652482,0.3176470588235294,0.8794326241134752,85,0.0,0.06170212765957439,705,391,314,0.9448521307957387,0.973547875156332,0.9162812959143202,0.9625524543114384,0.9632719678361612,0.9931797207759825,0.22840200977154712,0.422661801972401,0.01592356687898089,0.056265984654731455,0.8794326241134752
temporal_1,logistic,isotonic,EIQ-batch,Accountancy,101,0.9,0.948936170212766,0.04893617021276597,1.7929078014184396,0.20709219858156028,0.7929078014184398,0.0,0.9667519181585678,0.9267515923566879,0.20709219858156028,0.2465753424657534,0.7929078014184398,146,0.0,0.04893617021276597,705,391,314,0.9301166226565324,0.9628898347438682,0.9439532048798736,0.9804684632250309,0.8924898317592519,0.9506978410961905,0.18375484505601197,0.32238984558964473,0.0732484076433121,0.03324808184143223,0.7929078014184398
temporal_1,logistic,isotonic,EIQ-batch,Global economics,7,0.9,0.9427312775330396,0.042731277533039624,1.8751835535976504,0.12481644640234948,0.8751835535976505,0.0,0.9071428571428571,1.0,0.12481644640234948,0.4588235294117647,0.8751835535976505,85,0.0,0.042731277533039624,681,420,261,0.9226693104143731,0.9578264484702801,0.8755767254891207,0.931328764482503,0.9854952512427636,0.9999999999999999,0.3569713181901941,0.5642366393003748,0.0,0.09285714285714286,0.8751835535976505
temporal_1,logistic,isotonic,EIQ-batch,Global economics,19,0.9,0.8472834067547724,0.052716593245227594,1.4933920704845816,0.5066079295154186,0.4933920704845815,0.0,0.9476190476190476,0.685823754789272,0.5066079295154186,0.30144927536231886,0.4933920704845815,345,0.052716593245227594,0.0,681,420,261,0.8183242631682136,0.8723465394063153,0.9219671217697466,0.9651570426435004,0.6271588270948706,0.7390980287309842,0.2554312518966811,0.3518401989705779,0.31417624521072796,0.05238095238095238,0.49339207048458145
temporal_1,logistic,isotonic,EIQ-batch,Global economics,42,0.9,0.8179148311306902,0.08208516886930983,1.4449339207048457,0.5550660792951542,0.44493392070484583,0.0,0.8738095238095238,0.7279693486590039,0.5550660792951542,0.328042328042328,0.44493392070484583,378,0.08208516886930983,0.0,681,420,261,0.7871735037196532,0.8450896199902223,0.8386273275807891,0.9022157246153802,0.6709662590199279,0.7783591620447805,0.2826490251900525,0.3768955397152327,0.2720306513409962,0.1261904761904762,0.44493392070484583
temporal_1,logistic,isotonic,EIQ-batch,Global economics,73,0.9,0.9265785609397944,0.026578560939794382,1.7518355359765052,0.24816446402349487,0.7518355359765051,0.0,0.9428571428571428,0.9003831417624522,0.24816446402349487,0.2958579881656805,0.7518355359765051,169,0.0,0.026578560939794382,681,420,261,0.9045051169026064,0.9438664186064873,0.9163839013517245,0.9613027719507434,0.8580420577134781,0.9311093120556316,0.23219906467993418,0.3685911596632852,0.09961685823754789,0.05714285714285714,0.7518355359765051
temporal_1,logistic,isotonic,EIQ-batch,Global economics,101,0.9,0.8972099853157122,0.002790014684287856,1.619676945668135,0.3803230543318649,0.6196769456681351,0.0,0.9571428571428572,0.8007662835249042,0.3803230543318649,0.2702702702702703,0.6196769456681351,259,0.002790014684287856,0.0,681,420,261,0.8721286006735659,0.9178352559708741,0.9332776936660707,0.9727214529687349,0.7481014234589441,0.8447060648365113,0.21983440915222088,0.3274211854030516,0.19923371647509577,0.04285714285714286,0.619676945668135
temporal_1,logistic,isotonic,EQ,Accountancy,7,0.9,0.948936170212766,0.04893617021276597,1.7829787234042553,0.2170212765957447,0.7829787234042553,0.0,1.0,0.8853503184713376,0.2170212765957447,0.23529411764705882,0.7829787234042553,153,0.0,0.04893617021276597,705,391,314,0.9301166226565324,0.9628898347438682,0.9902708828192265,1.0,0.8453589526953539,0.916026931002471,0.17507655230583274,0.3084783660872585,0.11464968152866242,0.0,0.7829787234042553
temporal_1,logistic,isotonic,EQ,Accountancy,19,0.9,0.8978723404255319,0.0021276595744681437,1.6297872340425532,0.3702127659574468,0.6297872340425532,0.0,0.9769820971867008,0.7993630573248408,0.3702127659574468,0.27586206896551724,0.6297872340425532,261,0.0021276595744681437,0.0,705,391,314,0.8733199158086372,0.9181123473850826,0.956839080709227,0.9878438842308536,0.7515693893561906,0.8399204707065826,0.22518661142709187,0.3330396552571865,0.20063694267515925,0.023017902813299233,0.6297872340425532
temporal_1,logistic,isotonic,EQ,Accountancy,42,0.9,0.9560283687943263,0.056028368794326266,1.8085106382978724,0.19148936170212766,0.8085106382978723,0.0,1.0,0.9012738853503185,0.19148936170212766,0.22962962962962963,0.8085106382978723,135,0.0,0.056028368794326266,705,391,314,0.9382623212995628,0.968851663073988,0.9902708828192265,1.0,0.8632739142469631,0.9295741960499456,0.16675102985554907,0.3074694182724459,0.09872611464968153,0.0,0.8085106382978724
temporal_1,logistic,isotonic,EQ,Accountancy,73,0.9,0.9120567375886525,0.012056737588652444,1.6695035460992909,0.3304964539007092,0.6695035460992907,0.0,0.9437340153452686,0.8726114649681529,0.3304964539007092,0.26609442060085836,0.6695035460992907,233,0.0,0.012056737588652444,705,391,314,0.8888553852759657,0.9307919318640543,0.9162812959143202,0.9625524543114384,0.831178681669236,0.905037420749322,0.21348013111047587,0.32629639052241616,0.12738853503184713,0.056265984654731455,0.6695035460992909
temporal_1,logistic,isotonic,EQ,Accountancy,101,0.9,0.948936170212766,0.04893617021276597,1.7929078014184396,0.20709219858156028,0.7929078014184398,0.0,0.9667519181585678,0.9267515923566879,0.20709219858156028,0.2465753424657534,0.7929078014184398,146,0.0,0.04893617021276597,705,391,314,0.9301166226565324,0.9628898347438682,0.9439532048798736,0.9804684632250309,0.8924898317592519,0.9506978410961905,0.18375484505601197,0.32238984558964473,0.0732484076433121,0.03324808184143223,0.7929078014184398
temporal_1,logistic,isotonic,EQ,Global economics,7,0.9,0.882525697503671,0.017474302496328975,1.5741556534508077,0.42584434654919234,0.5741556534508077,0.0,0.9928571428571429,0.7049808429118773,0.42584434654919234,0.27586206896551724,0.5741556534508077,290,0.017474302496328975,0.0,681,420,261,0.8561696870266645,0.9045903301854487,0.9792124593309441,0.9975678706347058,0.647002384483695,0.757012910087093,0.2276051263467151,0.3299794278487918,0.2950191570881226,0.007142857142857143,0.5741556534508077
temporal_1,logistic,isotonic,EQ,Global economics,19,0.9,0.8472834067547724,0.052716593245227594,1.4933920704845816,0.5066079295154186,0.4933920704845815,0.0,0.9476190476190476,0.685823754789272,0.5066079295154186,0.30144927536231886,0.4933920704845815,345,0.052716593245227594,0.0,681,420,261,0.8183242631682136,0.8723465394063153,0.9219671217697466,0.9651570426435004,0.6271588270948706,0.7390980287309842,0.2554312518966811,0.3518401989705779,0.31417624521072796,0.05238095238095238,0.49339207048458145
temporal_1,logistic,isotonic,EQ,Global economics,42,0.9,0.8898678414096917,0.01013215859030836,1.5829662261380324,0.4170337738619677,0.5829662261380323,0.0,0.9904761904761905,0.7279693486590039,0.4170337738619677,0.2640845070422535,0.5829662261380323,284,0.01013215859030836,0.0,681,420,261,0.8641329789347124,0.9112289579935643,0.9757712649891934,0.9962903194210668,0.6709662590199279,0.7783591620447805,0.21620771871655978,0.3182582315707718,0.2720306513409962,0.009523809523809525,0.5829662261380323
temporal_1,logistic,isotonic,EQ,Global economics,73,0.9,0.8370044052863436,0.06299559471365646,1.4801762114537445,0.5198237885462555,0.4801762114537445,0.0,0.9428571428571428,0.6666666666666666,0.5198237885462555,0.3135593220338983,0.4801762114537445,354,0.06299559471365646,0.0,681,420,261,0.8073861886376493,0.8628419263342507,0.9163839013517245,0.9613027719507434,0.6074238479573544,0.7210745691235667,0.26745023546386154,0.3636713220129593,0.3333333333333333,0.05714285714285714,0.48017621145374445
temporal_1,logistic,isotonic,EQ,Global economics,101,0.9,0.8972099853157122,0.002790014684287856,1.619676945668135,0.3803230543318649,0.6196769456681351,0.0,0.9571428571428572,0.8007662835249042,0.3803230543318649,0.2702702702702703,0.6196769456681351,259,0.002790014684287856,0.0,681,420,261,0.8721286006735659,0.9178352559708741,0.9332776936660707,0.9727214529687349,0.7481014234589441,0.8447060648365113,0.21983440915222088,0.3274211854030516,0.19923371647509577,0.04285714285714286,0.619676945668135
temporal_1,logistic,isotonic,MCP,Accountancy,7,0.9,0.948936170212766,0.04893617021276597,1.7829787234042553,0.2170212765957447,0.7829787234042553,0.0,1.0,0.8853503184713376,0.2170212765957447,0.23529411764705882,0.7829787234042553,153,0.0,0.04893617021276597,705,391,314,0.9301166226565324,0.9628898347438682,0.9902708828192265,1.0,0.8453589526953539,0.916026931002471,0.17507655230583274,0.3084783660872585,0.11464968152866242,0.0,0.7829787234042553
temporal_1,logistic,isotonic,MCP,Accountancy,19,0.9,0.8978723404255319,0.0021276595744681437,1.6297872340425532,0.3702127659574468,0.6297872340425532,0.0,0.9769820971867008,0.7993630573248408,0.3702127659574468,0.27586206896551724,0.6297872340425532,261,0.0021276595744681437,0.0,705,391,314,0.8733199158086372,0.9181123473850826,0.956839080709227,0.9878438842308536,0.7515693893561906,0.8399204707065826,0.22518661142709187,0.3330396552571865,0.20063694267515925,0.023017902813299233,0.6297872340425532
temporal_1,logistic,isotonic,MCP,Accountancy,42,0.9,0.9687943262411347,0.06879432624113468,1.8609929078014185,0.13900709219858157,0.8609929078014185,0.0,1.0,0.9299363057324841,0.13900709219858157,0.22448979591836735,0.8609929078014185,98,0.0,0.06879432624113468,705,391,314,0.9532041866774484,0.9793033462477724,0.9902708828192265,1.0,0.896201189274272,0.9532789289009872,0.15318242080683164,0.3165816553826658,0.07006369426751592,0.0,0.8609929078014185
temporal_1,logistic,isotonic,MCP,Accountancy,73,0.9,0.9347517730496454,0.034751773049645385,1.7177304964539006,0.2822695035460993,0.7177304964539007,0.0,0.9846547314578005,0.8726114649681529,0.2822695035460993,0.23115577889447236,0.7177304964539007,199,0.0,0.034751773049645385,705,391,314,0.9140631627491244,0.9507282407049761,0.9669302938675338,0.9929486436989287,0.831178681669236,0.905037420749322,0.17800909682763635,0.2944853299917603,0.12738853503184713,0.015345268542199489,0.7177304964539006
temporal_1,logistic,isotonic,MCP,Accountancy,101,0.9,0.948936170212766,0.04893617021276597,1.7929078014184396,0.20709219858156028,0.7929078014184398,0.0,0.9667519181585678,0.9267515923566879,0.20709219858156028,0.2465753424657534,0.7929078014184398,146,0.0,0.04893617021276597,705,391,314,0.9301166226565324,0.9628898347438682,0.9439532048798736,0.9804684632250309,0.8924898317592519,0.9506978410961905,0.18375484505601197,0.32238984558964473,0.0732484076433121,0.03324808184143223,0.7929078014184398
temporal_1,logistic,isotonic,MCP,Global economics,7,0.9,0.882525697503671,0.017474302496328975,1.5741556534508077,0.42584434654919234,0.5741556534508077,0.0,0.9928571428571429,0.7049808429118773,0.42584434654919234,0.27586206896551724,0.5741556534508077,290,0.017474302496328975,0.0,681,420,261,0.8561696870266645,0.9045903301854487,0.9792124593309441,0.9975678706347058,0.647002384483695,0.757012910087093,0.2276051263467151,0.3299794278487918,0.2950191570881226,0.007142857142857143,0.5741556534508077
temporal_1,logistic,isotonic,MCP,Global economics,19,0.9,0.8472834067547724,0.052716593245227594,1.4933920704845816,0.5066079295154186,0.4933920704845815,0.0,0.9476190476190476,0.685823754789272,0.5066079295154186,0.30144927536231886,0.4933920704845815,345,0.052716593245227594,0.0,681,420,261,0.8183242631682136,0.8723465394063153,0.9219671217697466,0.9651570426435004,0.6271588270948706,0.7390980287309842,0.2554312518966811,0.3518401989705779,0.31417624521072796,0.05238095238095238,0.49339207048458145
temporal_1,logistic,isotonic,MCP,Global economics,42,0.9,0.9118942731277533,0.011894273127753263,1.6549192364170338,0.34508076358296624,0.6549192364170338,0.0,0.9904761904761905,0.7854406130268199,0.34508076358296624,0.2553191489361702,0.6549192364170338,235,0.0,0.011894273127753263,681,420,261,0.8882295970889931,0.9309380989877738,0.9757712649891934,0.9962903194210668,0.7316865105076941,0.8309142267918145,0.203815323910877,0.31469372988646155,0.21455938697318008,0.009523809523809525,0.6549192364170338
temporal_1,logistic,isotonic,MCP,Global economics,73,0.9,0.8487518355359766,0.05124816446402347,1.5080763582966226,0.4919236417033774,0.5080763582966226,0.0,0.9619047619047619,0.6666666666666666,0.4919236417033774,0.3074626865671642,0.5080763582966226,335,0.05124816446402347,0.0,681,420,261,0.8198901917328941,0.8737009947848676,0.9390194773205586,0.9764171604250264,0.6074238479573544,0.7210745691235667,0.2604646667066386,0.3588263124758606,0.3333333333333333,0.0380952380952381,0.5080763582966226
temporal_1,logistic,isotonic,MCP,Global economics,101,0.9,0.8972099853157122,0.002790014684287856,1.619676945668135,0.3803230543318649,0.6196769456681351,0.0,0.9571428571428572,0.8007662835249042,0.3803230543318649,0.2702702702702703,0.6196769456681351,259,0.002790014684287856,0.0,681,420,261,0.8721286006735659,0.9178352559708741,0.9332776936660707,0.9727214529687349,0.7481014234589441,0.8447060648365113,0.21983440915222088,0.3274211854030516,0.19923371647509577,0.04285714285714286,0.619676945668135
temporal_1,logistic,none,EIQ-batch,Accountancy,7,0.9,0.926241134751773,0.026241134751773032,1.7673758865248228,0.2326241134751773,0.7673758865248227,0.0,0.8797953964194374,0.9840764331210191,0.2326241134751773,0.3170731707317073,0.7673758865248227,164,0.0,0.026241134751773032,705,391,314,0.90455136119726,0.9433110098890602,0.8438116123470522,0.9083890326588565,0.9632719678361612,0.9931797207759825,0.25073670168479956,0.39178308799303974,0.01592356687898089,0.12020460358056266,0.7673758865248227
temporal_1,logistic,none,EIQ-batch,Accountancy,19,0.9,0.873758865248227,0.026241134751773032,1.55177304964539,0.4482269503546099,0.5517730496453901,0.0,0.9616368286445013,0.7643312101910829,0.4482269503546099,0.28164556962025317,0.5517730496453901,316,0.026241134751773032,0.0,705,391,314,0.8472000877222622,0.8962665837627476,0.93767519725984,0.9766158224274766,0.7143683206655775,0.8079046408792117,0.23490355404345634,0.33363268103742494,0.2356687898089172,0.03836317135549872,0.5517730496453901
temporal_1,logistic,none,EIQ-batch,Accountancy,42,0.9,0.8354609929078014,0.06453900709219862,1.5191489361702128,0.4808510638297872,0.5191489361702127,0.0,0.7902813299232737,0.89171974522293,0.4808510638297872,0.3421828908554572,0.5191489361702127,339,0.06453900709219862,0.0,705,391,314,0.8062882916403804,0.8609977341896187,0.7472023571371864,0.8277119405609323,0.8524977979141452,0.9214729764233133,0.2936993278683039,0.3942030618600022,0.10828025477707007,0.20971867007672634,0.5191489361702128
temporal_1,logistic,none,EIQ-batch,Accountancy,73,0.9,0.8482269503546099,0.05177304964539009,1.524822695035461,0.475177304964539,0.524822695035461,0.0,0.8158567774936062,0.8885350318471338,0.475177304964539,0.3194029850746269,0.524822695035461,335,0.05177304964539009,0.0,705,391,314,0.8198588995604439,0.8728206748212255,0.7744289476020182,0.8511385921840405,0.8489240760596866,0.9187542529579551,0.271764496791284,0.3711363441473392,0.11146496815286625,0.18414322250639387,0.524822695035461
temporal_1,logistic,none,EIQ-batch,Accountancy,101,0.9,0.9432624113475178,0.04326241134751774,1.7531914893617022,0.24680851063829787,0.7531914893617021,0.0,0.9667519181585678,0.9140127388535032,0.24680851063829787,0.22988505747126436,0.7531914893617021,174,0.0,0.04326241134751774,705,391,314,0.9236612186285426,0.9580592171933381,0.9439532048798736,0.9804684632250309,0.8777851556503441,0.9402327359258315,0.17360570195639696,0.29783363157508275,0.08598726114649681,0.03324808184143223,0.7531914893617021
temporal_1,logistic,none,EIQ-batch,Global economics,7,0.9,0.8751835535976505,0.02481644640234948,1.6284875183553598,0.37151248164464024,0.6284875183553598,0.0,0.8738095238095238,0.8773946360153256,0.37151248164464024,0.3359683794466403,0.6284875183553598,253,0.02481644640234948,0.0,681,420,261,0.8482361389965869,0.897921958499363,0.8386273275807891,0.9022157246153802,0.832042201921033,0.9117990413541563,0.2806054029975495,0.39623804594912587,0.12260536398467432,0.1261904761904762,0.6284875183553598
temporal_1,logistic,none,EIQ-batch,Global economics,19,0.9,0.8135095447870778,0.0864904552129222,1.4008810572687225,0.5991189427312775,0.4008810572687225,0.0,0.9333333333333333,0.6206896551724138,0.5991189427312775,0.3112745098039216,0.4008810572687225,408,0.0864904552129222,0.0,681,420,261,0.7825262639065853,0.840975707973592,0.9053356954475599,0.9534759956333497,0.5604756265494322,0.6774025375436488,0.26828267385508875,0.35778702675014373,0.3793103448275862,0.06666666666666667,0.4008810572687225
temporal_1,logistic,none,EIQ-batch,Global economics,42,0.9,0.7929515418502202,0.10704845814977981,1.3847283406754773,0.6152716593245228,0.38472834067547723,0.0,0.8380952380952381,0.7203065134099617,0.6152716593245228,0.33651551312649164,0.38472834067547723,419,0.10704845814977981,0.0,681,420,261,0.7609170765643593,0.8216995201105605,0.7998283518202007,0.8702335170451243,0.662959282727534,0.7712627628392009,0.2929384574987271,0.383063038707219,0.2796934865900383,0.1619047619047619,0.38472834067547723
temporal_1,logistic,none,EIQ-batch,Global economics,73,0.9,0.7870778267254038,0.1129221732745962,1.4126284875183555,0.5873715124816447,0.41262848751835535,0.0,0.8404761904761905,0.7011494252873564,0.5873715124816447,0.3625,0.41262848751835535,400,0.1129221732745962,0.0,681,420,261,0.754765258033989,0.816169802868,0.8023944326110481,0.8723861818096665,0.6430247228589625,0.753438883962839,0.31690439607300025,0.4107114848689313,0.2988505747126437,0.1595238095238095,0.41262848751835535
temporal_1,logistic,none,EIQ-batch,Global economics,101,0.9,0.8839941262848752,0.016005873715124852,1.5624082232011747,0.43759177679882527,0.5624082232011748,0.0,0.9571428571428572,0.7662835249042146,0.43759177679882527,0.2651006711409396,0.5624082232011748,298,0.016005873715124852,0.0,681,420,261,0.8577598889465794,0.9059205122087666,0.9332776936660707,0.9727214529687349,0.7113073728725811,0.8135349256819943,0.21820640336948988,0.31797394592054723,0.23371647509578544,0.04285714285714286,0.5624082232011747
temporal_1,logistic,none,EQ,Accountancy,7,0.9,0.9134751773049645,0.013475177304964503,1.6836879432624114,0.31631205673758866,0.6836879432624113,0.0,0.9360613810741688,0.8853503184713376,0.31631205673758866,0.273542600896861,0.6836879432624113,223,0.0,0.013475177304964503,705,391,314,0.8904171829226772,0.9320516396119729,0.9073180521714027,0.9563197254279739,0.8453589526953539,0.916026931002471,0.2192407229938258,0.3355143886816153,0.11464968152866242,0.0639386189258312,0.6836879432624113
temporal_1,logistic,none,EQ,Accountancy,19,0.9,0.8794326241134752,0.020567375886524797,1.5773049645390071,0.4226950354609929,0.577304964539007,0.0,0.9437340153452686,0.7993630573248408,0.4226950354609929,0.28523489932885904,0.577304964539007,298,0.020567375886524797,0.0,705,391,314,0.8533171159333297,0.9014355771302001,0.9162812959143202,0.9625524543114384,0.7515693893561906,0.8399204707065826,0.2369569094376259,0.3389794099132652,0.20063694267515925,0.056265984654731455,0.5773049645390071
temporal_1,logistic,none,EQ,Accountancy,42,0.9,0.9148936170212766,0.014893617021276562,1.7049645390070922,0.2950354609929078,0.7049645390070922,0.0,0.9335038363171355,0.89171974522293,0.2950354609929078,0.28846153846153844,0.7049645390070922,208,0.0,0.014893617021276562,705,391,314,0.8919806093358289,0.9333097185934514,0.9043519616177298,0.9542204917728527,0.8524977979141452,0.9214729764233133,0.2311691701037391,0.35342583556753243,0.10828025477707007,0.06649616368286446,0.7049645390070922
temporal_1,logistic,none,EQ,Accountancy,73,0.9,0.9035460992907801,0.0035460992907800915,1.6382978723404256,0.3617021276595745,0.6382978723404256,0.0,0.9335038363171355,0.8662420382165605,0.3617021276595745,0.26666666666666666,0.6382978723404256,255,0.0,0.0035460992907800915,705,391,314,0.8795169366701238,0.9232013481021163,0.9043519616177298,0.9542204917728527,0.8241331311454196,0.8994980806335049,0.21614598725305517,0.32411313297376193,0.1337579617834395,0.06649616368286446,0.6382978723404256
