setting,course,model,method,metric,estimate,lower,upper,n_test,n_fail,n_automatic_mean,n_automatic_min,n_automatic_max,finite_replicates
temporal_1,Global economics,logistic,EIQ-batch,review_fraction,0.6370044052863436,0.6120337738619677,0.6625550660792952,681,261,247.2,85,378,2000
temporal_1,Global economics,logistic,EIQ-batch,singleton_error,0.3308886782504724,0.27759630512309214,0.38292113084215135,681,261,247.2,85,378,2000
temporal_1,Global economics,logistic,EIQ-batch,missed_failure,0.17701149425287357,0.14232135719678463,0.21219668106002873,681,261,247.2,85,378,2000
temporal_1,Global economics,logistic,EQ,coverage,0.8707782672540382,0.8475770925110133,0.8930983847283406,681,261,306.4,259,354,2000
temporal_1,Global economics,logistic,EQ,fail_coverage,0.7172413793103448,0.6644154144668561,0.768949780058651,681,261,306.4,259,354,2000
temporal_1,Global economics,logistic,EQ,automatic_coverage,0.4499265785609398,0.41790748898678415,0.48399412628487515,681,261,306.4,259,354,2000
temporal_1,Global economics,logistic,EQ,review_fraction,0.5500734214390601,0.5160058737151249,0.5820925110132158,681,261,306.4,259,354,2000
temporal_1,Global economics,logistic,EQ,singleton_error,0.2850450887348517,0.23776682269669666,0.33247943920460676,681,261,306.4,259,354,2000
temporal_1,Global economics,logistic,EQ,missed_failure,0.2827586206896552,0.23105021994134897,0.33558458553314374,681,261,306.4,259,354,2000
temporal_1,Global economics,logistic,MCP,coverage,0.8775330396475771,0.8552129221732745,0.899265785609398,681,261,292.8,235,345,2000
temporal_1,Global economics,logistic,MCP,fail_coverage,0.728735632183908,0.6784391162409674,0.77957299270073,681,261,292.8,235,345,2000
temporal_1,Global economics,logistic,MCP,automatic_coverage,0.4299559471365639,0.3979441997063143,0.46255506607929514,681,261,292.8,235,345,2000
temporal_1,Global economics,logistic,MCP,review_fraction,0.5700440528634361,0.5374449339207048,0.6020558002936858,681,261,292.8,235,345,2000
temporal_1,Global economics,logistic,MCP,singleton_error,0.2820726900202882,0.2330451460365705,0.32964034879696563,681,261,292.8,235,345,2000
temporal_1,Global economics,logistic,MCP,missed_failure,0.2712643678160919,0.2204270072992701,0.3215608837590325,681,261,292.8,235,345,2000
temporal_2,pooled,catboost,EIQ-batch,coverage,0.8601858470335955,0.8453180843459615,0.87433881343817,1399,637,620.4,37,905,2000
temporal_2,pooled,catboost,EIQ-batch,fail_coverage,0.713657770800628,0.6860271573196207,0.7399046478126843,1399,637,620.4,37,905,2000
temporal_2,pooled,catboost,EIQ-batch,automatic_coverage,0.44345961401000716,0.42558613295210856,0.4603288062902072,1399,637,620.4,37,905,2000
temporal_2,pooled,catboost,EIQ-batch,review_fraction,0.5565403859899929,0.5396711937097928,0.5744138670478913,1399,637,620.4,37,905,2000
temporal_2,pooled,catboost,EIQ-batch,singleton_error,0.2900947781459463,0.2537171918920836,0.3310193179241617,1399,637,620.4,37,905,2000
temporal_2,pooled,catboost,EIQ-batch,missed_failure,0.2863422291993721,0.2600953521873157,0.3139728426803792,1399,637,620.4,37,905,2000
temporal_2,pooled,catboost,EQ,coverage,0.828734810578985,0.8102930664760544,0.8460364546104361,1399,637,742.6,658,905,2000
temporal_2,pooled,catboost,EQ,fail_coverage,0.6383045525902669,0.6040792850882684,0.6709475482835396,1399,637,742.6,658,905,2000
temporal_2,pooled,catboost,EQ,automatic_coverage,0.5308077197998571,0.5080771979985703,0.5526840600428878,1399,637,742.6,658,905,2000
temporal_2,pooled,catboost,EQ,review_fraction,0.4691922802001429,0.4473159399571121,0.4919228020014297,1399,637,742.6,658,905,2000
temporal_2,pooled,catboost,EQ,singleton_error,0.32162360637328824,0.29070137590366374,0.3535989180983175,1399,637,742.6,658,905,2000
temporal_2,pooled,catboost,EQ,missed_failure,0.36169544740973314,0.3290524517164604,0.39592071491173153,1399,637,742.6,658,905,2000
temporal_2,pooled,catboost,MCP,coverage,0.828734810578985,0.8102930664760544,0.8460364546104361,1399,637,742.6,658,905,2000
temporal_2,pooled,catboost,MCP,fail_coverage,0.6383045525902669,0.6040792850882684,0.6709475482835396,1399,637,742.6,658,905,2000
temporal_2,pooled,catboost,MCP,automatic_coverage,0.5308077197998571,0.5080771979985703,0.5526840600428878,1399,637,742.6,658,905,2000
temporal_2,pooled,catboost,MCP,review_fraction,0.4691922802001429,0.4473159399571121,0.4919228020014297,1399,637,742.6,658,905,2000
temporal_2,pooled,catboost,MCP,singleton_error,0.32162360637328824,0.29070137590366374,0.3535989180983175,1399,637,742.6,658,905,2000
temporal_2,pooled,catboost,MCP,missed_failure,0.36169544740973314,0.3290524517164604,0.39592071491173153,1399,637,742.6,658,905,2000
temporal_2,pooled,logistic,EIQ-batch,coverage,0.8178699070764832,0.7989957112223017,0.8364546104360258,1399,637,806.0,705,959,2000
temporal_2,pooled,logistic,EIQ-batch,fail_coverage,0.6411302982731554,0.6054871803175542,0.6765043010117459,1399,637,806.0,705,959,2000
temporal_2,pooled,logistic,EIQ-batch,automatic_coverage,0.5761258041458185,0.5542494639027877,0.597144388849178,1399,637,806.0,705,959,2000
temporal_2,pooled,logistic,EIQ-batch,review_fraction,0.4238741958541815,0.40285561115082197,0.44575053609721227,1399,637,806.0,705,959,2000
temporal_2,pooled,logistic,EIQ-batch,singleton_error,0.31443170440277934,0.2840705508081411,0.3450788784404776,1399,637,806.0,705,959,2000
temporal_2,pooled,logistic,EIQ-batch,missed_failure,0.35886970172684457,0.32349569898825414,0.3945128196824457,1399,637,806.0,705,959,2000
temporal_2,pooled,logistic,EQ,coverage,0.8440314510364546,0.826300929235168,0.861904932094353,1399,637,718.6,542,846,2000
temporal_2,pooled,logistic,EQ,fail_coverage,0.6778649921507065,0.6436777035881436,0.7116359414888933,1399,637,718.6,542,846,2000
temporal_2,pooled,logistic,EQ,automatic_coverage,0.5136526090064332,0.49006075768406004,0.5363831308077198,1399,637,718.6,542,846,2000
temporal_2,pooled,logistic,EQ,review_fraction,0.48634739099356683,0.4636168691922802,0.5099392423159399,1399,637,718.6,542,846,2000
temporal_2,pooled,logistic,EQ,singleton_error,0.3022113417068471,0.27043829657313206,0.33432279983149304,1399,637,718.6,542,846,2000
temporal_2,pooled,logistic,EQ,missed_failure,0.32213500784929355,0.2883640585111065,0.3563222964118564,1399,637,718.6,542,846,2000
temporal_2,pooled,logistic,MCP,coverage,0.8440314510364546,0.826300929235168,0.861904932094353,1399,637,718.2,542,846,2000
temporal_2,pooled,logistic,MCP,fail_coverage,0.6778649921507065,0.6436777035881436,0.7116359414888933,1399,637,718.2,542,846,2000
temporal_2,pooled,logistic,MCP,automatic_coverage,0.5133666904932095,0.48991779842744815,0.5359578270192995,1399,637,718.2,542,846,2000
temporal_2,pooled,logistic,MCP,review_fraction,0.4866333095067905,0.46404217298070044,0.5100822015725518,1399,637,718.2,542,846,2000
temporal_2,pooled,logistic,MCP,singleton_error,0.30238982207400666,0.2705409200017999,0.3344199595077871,1399,637,718.2,542,846,2000
temporal_2,pooled,logistic,MCP,missed_failure,0.32213500784929355,0.2883640585111065,0.3563222964118564,1399,637,718.2,542,846,2000
temporal_2,Accountancy,catboost,EIQ-batch,coverage,0.8182572614107884,0.7961203319502074,0.8412171507607191,723,266,422.8,6,614,2000
temporal_2,Accountancy,catboost,EIQ-batch,fail_coverage,0.5127819548872181,0.4752748339483395,0.5529435579899976,723,266,422.8,6,614,2000
temporal_2,Accountancy,catboost,EIQ-batch,automatic_coverage,0.5847856154910097,0.566521438450899,0.6047026279391424,723,266,422.8,6,614,2000
temporal_2,Accountancy,catboost,EIQ-batch,review_fraction,0.4152143845089903,0.3952973720608576,0.43347856154910097,723,266,422.8,6,614,2000
temporal_2,Accountancy,catboost,EIQ-batch,singleton_error,0.2817068206346348,0.22403542615381475,0.36997927075939563,723,266,422.8,6,614,2000
temporal_2,Accountancy,catboost,EIQ-batch,missed_failure,0.48721804511278194,0.4470564420100024,0.5247251660516605,723,266,422.8,6,614,2000
temporal_2,Accountancy,catboost,EQ,coverage,0.7723374827109267,0.7446749654218534,0.801106500691563,723,266,530.6,479,614,2000
temporal_2,Accountancy,catboost,EQ,fail_coverage,0.3857142857142857,0.33927685387131956,0.43501179245283006,723,266,530.6,479,614,2000
temporal_2,Accountancy,catboost,EQ,automatic_coverage,0.7338865836791147,0.7109266943291839,0.7585062240663901,723,266,530.6,479,614,2000
temporal_2,Accountancy,catboost,EQ,review_fraction,0.26611341632088525,0.24149377593360988,0.2890733056708161,723,266,530.6,479,614,2000
temporal_2,Accountancy,catboost,EQ,singleton_error,0.30976570753780325,0.2718732830118108,0.3469599680332407,723,266,530.6,479,614,2000
temporal_2,Accountancy,catboost,EQ,missed_failure,0.6142857142857143,0.5649882075471697,0.6607231461286804,723,266,530.6,479,614,2000
temporal_2,Accountancy,catboost,MCP,coverage,0.7723374827109267,0.7446749654218534,0.801106500691563,723,266,530.6,479,614,2000
temporal_2,Accountancy,catboost,MCP,fail_coverage,0.3857142857142857,0.33927685387131956,0.43501179245283006,723,266,530.6,479,614,2000
temporal_2,Accountancy,catboost,MCP,automatic_coverage,0.7338865836791147,0.7109266943291839,0.7585062240663901,723,266,530.6,479,614,2000
temporal_2,Accountancy,catboost,MCP,review_fraction,0.26611341632088525,0.24149377593360988,0.2890733056708161,723,266,530.6,479,614,2000
temporal_2,Accountancy,catboost,MCP,singleton_error,0.30976570753780325,0.2718732830118108,0.3469599680332407,723,266,530.6,479,614,2000
temporal_2,Accountancy,catboost,MCP,missed_failure,0.6142857142857143,0.5649882075471697,0.6607231461286804,723,266,530.6,479,614,2000
temporal_2,Accountancy,logistic,EIQ-batch,coverage,0.7311203319502074,0.701521438450899,0.7615560165975103,723,266,609.8,521,663,2000
temporal_2,Accountancy,logistic,EIQ-batch,fail_coverage,0.28120300751879695,0.23745468642753642,0.32863236515652866,723,266,609.8,521,663,2000
temporal_2,Accountancy,logistic,EIQ-batch,automatic_coverage,0.8434301521438451,0.8212932226832642,0.8639004149377593,723,266,609.8,521,663,2000
temporal_2,Accountancy,logistic,EIQ-batch,review_fraction,0.1565698478561549,0.13609958506224074,0.1787067773167357,723,266,609.8,521,663,2000
temporal_2,Accountancy,logistic,EIQ-batch,singleton_error,0.31747107764560667,0.2828930650499452,0.35317738284499106,723,266,609.8,521,663,2000
temporal_2,Accountancy,logistic,EIQ-batch,missed_failure,0.718796992481203,0.6713676348434713,0.7625453135724636,723,266,609.8,521,663,2000
temporal_2,Accountancy,logistic,EQ,coverage,0.750207468879668,0.7203250345781465,0.7803665283540803,723,266,585.0,495,624,2000
temporal_2,Accountancy,logistic,EQ,fail_coverage,0.3300751879699248,0.28362122365066017,0.38268878028177505,723,266,585.0,495,624,2000
temporal_2,Accountancy,logistic,EQ,automatic_coverage,0.8091286307053942,0.7839419087136931,0.8318188105117564,723,266,585.0,495,624,2000
temporal_2,Accountancy,logistic,EQ,review_fraction,0.1908713692946058,0.1681811894882435,0.21605809128630687,723,266,585.0,495,624,2000
temporal_2,Accountancy,logistic,EQ,singleton_error,0.30764630439775287,0.27231621865430045,0.34371366219342114,723,266,585.0,495,624,2000
temporal_2,Accountancy,logistic,EQ,missed_failure,0.6699248120300751,0.6173112197182249,0.7163787763493398,723,266,585.0,495,624,2000
temporal_2,Accountancy,logistic,MCP,coverage,0.750207468879668,0.7203250345781465,0.7803665283540803,723,266,584.8,495,624,2000
temporal_2,Accountancy,logistic,MCP,fail_coverage,0.3300751879699248,0.28362122365066017,0.38268878028177505,723,266,584.8,495,624,2000
temporal_2,Accountancy,logistic,MCP,automatic_coverage,0.8088520055325035,0.7831258644536654,0.8318118948824342,723,266,584.8,495,624,2000
temporal_2,Accountancy,logistic,MCP,review_fraction,0.19114799446749653,0.16818810511756577,0.2168741355463346,723,266,584.8,495,624,2000
temporal_2,Accountancy,logistic,MCP,singleton_error,0.3077507147583874,0.2723330237016653,0.34383097266183876,723,266,584.8,495,624,2000
temporal_2,Accountancy,logistic,MCP,missed_failure,0.6699248120300751,0.6173112197182249,0.7163787763493398,723,266,584.8,495,624,2000
temporal_2,Global economics,catboost,EIQ-batch,coverage,0.9050295857988165,0.8881656804733729,0.9210133136094675,676,371,197.6,31,291,2000
temporal_2,Global economics,catboost,EIQ-batch,fail_coverage,0.8576819407008086,0.8315492538564723,0.8834209177584005,676,371,197.6,31,291,2000
temporal_2,Global economics,catboost,EIQ-batch,automatic_coverage,0.2923076923076923,0.26893491124260355,0.3159763313609467,676,371,197.6,31,291,2000
temporal_2,Global economics,catboost,EIQ-batch,review_fraction,0.7076923076923076,0.6840236686390533,0.7310650887573964,676,371,197.6,31,291,2000
temporal_2,Global economics,catboost,EIQ-batch,singleton_error,0.2992104498932929,0.24486834621695222,0.3570528777443603,676,371,197.6,31,291,2000
temporal_2,Global economics,catboost,EIQ-batch,missed_failure,0.14231805929919136,0.11657908224159962,0.1684507461435278,676,371,197.6,31,291,2000
temporal_2,Global economics,catboost,EQ,coverage,0.8890532544378699,0.8686390532544378,0.9085798816568047,676,371,212.0,170,291,2000
temporal_2,Global economics,catboost,EQ,fail_coverage,0.8194070080862533,0.7854519846350833,0.851832945510956,676,371,212.0,170,291,2000
temporal_2,Global economics,catboost,EQ,automatic_coverage,0.3136094674556213,0.28579881656804734,0.3414201183431952,676,371,212.0,170,291,2000
temporal_2,Global economics,catboost,EQ,review_fraction,0.6863905325443787,0.6585798816568048,0.7142011834319526,676,371,212.0,170,291,2000
temporal_2,Global economics,catboost,EQ,singleton_error,0.35293187899475864,0.2970471932849499,0.4108713701865554,676,371,212.0,170,291,2000
temporal_2,Global economics,catboost,EQ,missed_failure,0.18059299191374664,0.14816705448904402,0.21454801536491674,676,371,212.0,170,291,2000
temporal_2,Global economics,catboost,MCP,coverage,0.8890532544378699,0.8686390532544378,0.9085798816568047,676,371,212.0,170,291,2000
temporal_2,Global economics,catboost,MCP,fail_coverage,0.8194070080862533,0.7854519846350833,0.851832945510956,676,371,212.0,170,291,2000
temporal_2,Global economics,catboost,MCP,automatic_coverage,0.3136094674556213,0.28579881656804734,0.3414201183431952,676,371,212.0,170,291,2000
temporal_2,Global economics,catboost,MCP,review_fraction,0.6863905325443787,0.6585798816568048,0.7142011834319526,676,371,212.0,170,291,2000
temporal_2,Global economics,catboost,MCP,singleton_error,0.35293187899475864,0.2970471932849499,0.4108713701865554,676,371,212.0,170,291,2000
temporal_2,Global economics,catboost,MCP,missed_failure,0.18059299191374664,0.14816705448904402,0.21454801536491674,676,371,212.0,170,291,2000
temporal_2,Global economics,logistic,EIQ-batch,coverage,0.9106508875739645,0.8943786982248522,0.9266272189349113,676,371,196.2,119,317,2000
temporal_2,Global economics,logistic,EIQ-batch,fail_coverage,0.8991913746630729,0.8740108829008953,0.9234050864361701,676,371,196.2,119,317,2000
temporal_2,Global economics,logistic,EIQ-batch,automatic_coverage,0.2902366863905325,0.2650887573964497,0.3150961538461538,676,371,196.2,119,317,2000
temporal_2,Global economics,logistic,EIQ-batch,review_fraction,0.7097633136094674,0.6849038461538461,0.7349112426035502,676,371,196.2,119,317,2000
temporal_2,Global economics,logistic,EIQ-batch,singleton_error,0.3009719733714241,0.2491415360283218,0.35490012023005574,676,371,196.2,119,317,2000
temporal_2,Global economics,logistic,EIQ-batch,missed_failure,0.10080862533692722,0.07659491356382979,0.12598911709910482,676,371,196.2,119,317,2000
temporal_2,Global economics,logistic,EQ,coverage,0.9443786982248521,0.931360946745562,0.9565088757396449,676,371,133.6,47,234,2000
temporal_2,Global economics,logistic,EQ,fail_coverage,0.9272237196765498,0.9068377192982457,0.946852115340952,676,371,133.6,47,234,2000
temporal_2,Global economics,logistic,EQ,automatic_coverage,0.19763313609467456,0.17633136094674556,0.21923816568047336,676,371,133.6,47,234,2000
temporal_2,Global economics,logistic,EQ,review_fraction,0.8023668639053254,0.7807618343195266,0.8236686390532544,676,371,133.6,47,234,2000
temporal_2,Global economics,logistic,EQ,singleton_error,0.27115445489012446,0.20956601004064115,0.33711950804952606,676,371,133.6,47,234,2000
temporal_2,Global economics,logistic,EQ,missed_failure,0.07277628032345014,0.05314788465904791,0.09316228070175436,676,371,133.6,47,234,2000
temporal_2,Global economics,logistic,MCP,coverage,0.9443786982248521,0.931360946745562,0.9565088757396449,676,371,133.4,47,234,2000
temporal_2,Global economics,logistic,MCP,fail_coverage,0.9272237196765498,0.9068377192982457,0.946852115340952,676,371,133.4,47,234,2000
temporal_2,Global economics,logistic,MCP,automatic_coverage,0.19733727810650886,0.17633136094674556,0.21894230769230766,676,371,133.4,47,234,2000
temporal_2,Global economics,logistic,MCP,review_fraction,0.8026627218934912,0.7810576923076923,0.8236686390532544,676,371,133.4,47,234,2000
temporal_2,Global economics,logistic,MCP,singleton_error,0.2717257146163138,0.21016251589143142,0.3387673452606683,676,371,133.4,47,234,2000
temporal_2,Global economics,logistic,MCP,missed_failure,0.07277628032345014,0.05314788465904791,0.09316228070175436,676,371,133.4,47,234,2000
